rating,timestamp,title,text,userId,itemId
5.0,1492784666000,"Great taste, consistency and supports my workout regime totally!","Great pre and post workout mix. Yes, it has aspartane but then again, the last thing I want in my diet is more sugar. I thought the taste was a little sweet, so I did dilute this more than the recommended mixture (you will probably need to do the same depending on your taste). High in electrolytes and protein, this is great for my Florida workouts with the heat and humidity (and I lose more water sweating than in probably any other area of the country). I was previously a Gatorade drinker, but I honestly prefer this Science in Sport and will be buying more.",5,16
5.0,1623416040244,Helps give relief,I'm kind of between a 6 and a 6 1/2 so some shoes are too tight and some are a little loose.  These pads help with the 6 1/2 for the ones that are a little loose. Adds a bit more comfort for long wear.,26,52
3.0,1567740061025,"Has good stimulation, but doesn't stay in place very well.","Even when sitting the tabs come off.  They don't stick well.  The TENS unit stimulates like it's supposed to, but even when just sitting still the pads come off. they need better adhesive.<br /><br />The unit isn't rechargeable.  You have to use batteries.  You can buy rechargeable batteries for it.",26,55
5.0,1561565127799,My favorite protein powder,"Blends great, very subtle flavor. I've used it for smoothies, but when I realized it doesn't taste awful, I started using it to cook toaster-sized protein pancakes to store in my freezer.",26,56
4.0,1561564859667,(y),Blended well into my smoothies. Not much taste difference with the other vegetables and things.,26,13
5.0,1556204792004,This selfie stick works great,The selfie stick is easy to use and easy to hold.  I love that it has the bluetooth remote.  So much easier than setting the timer for selfies. It extends to a good length and the tripod is a great bonus!  Love everything about it!,26,57
5.0,1664050855583,Easy to Read Display,"I have high blood pressure. I have a wrist monitor, but I wanted a full size one. This one has a large, easy to read display. It seems to be pretty accurate. I am on medication for my hypertension and my results from it seem to be as expected. Batteries are included. It also can be charged with a USB C cable (included).",28,62
4.0,1624574168053,Filling,"My husband makes a meal replacement shake for breakfast every morning. This plant based one has 15 servings in it. It mixes well with water. He does use a blender for the job. He usually adds some frozen blueberries. It's palatable. It does taste a bit ""green"" as many other plant based protein powders do. He says it's filling and satisfying.",28,64
4.0,1613830955862,Customizable,"My daughter likes to wear stylish sneakers that don't have a lot of arch support. She recently came home from college for a visit and only brought the shoes she wore with her which happened to be a pair of these shoes. She was using our home elliptical machine and complained afterwards because the shoes weren't very supportive. I ordered these for her to see if they would help. These inserts are customizable. They can be trimmed for fit and then there are little pieces that you can add under the arch area in case you need to increase the arch support. She says that they do improve the arch support, but she would prefer one with extra cushion support in the heel and other areas, too. Overall, she does like these and is much happier with her shoes since she's added these.",28,66
4.0,1611421884608,Thin But Soft,"Our guest room doesn't get very dark because of transom windows. I used to feel badly for our guests, but then I started keeping a basket with sleeping masks on the nightstand. The masks are always new, but for frequent visitors, I keep their chosen masks in a  labeled Ziploc baggie for their next visit. The masks have always been adult sized, so now I am happy to have one that will fit my preteen niece.  This is a thin mask, but it's very soft. It has a soft, fuzzy fleece fabric which is the same on both sides. The elastic strap isn't adjustable. I did try it on and it did fit snuggly on my large head, but it wasn't tight. It does block out the majority of the light. The dalmatian design is sweet. I think these sleeping masks would make a nice gift.",28,68
4.0,1601578546392,Comfortable,"These masks are comfortable to wear. The material is soft and slightly stretchy. These do not have filter pockets, nose bridge wires, or adjustable ear straps. I like the polka dot prints!",28,70
4.0,1581025692014,Satisfying,"My family follows a low carb diet. These low carb snack bars are quite satisfying. I was full for a good couple of hours after eating one. They are surprisingly soft and chewable. I expected them to be hard and dry, but they aren't. I would rate the taste as in between a 3 and a 4. They're definitely palatable. I've had some bars that I've literally had to force myself to eat. I found it easy to eat these. You're not going to mistake them for candy or treats. These would be easy to keep in your bag or take on the go.",28,73
5.0,1579123981425,Too Cute!,"This pill travel organizer is too cute! I love it! I only take 1 prescription pill, but I do take an assortment of vitamins and supplements. The slots in the primary case are large enough for the larger sized vitamins/supplements. It's geared for 7 days, and there are morning slots and evening ones. Technically, you could use this for 2 weeks if you combined your am/pm pills. The compartments open and close easily. The pill box fits nicely in the carrying case. Did I mention that it's really cute?? It also comes with a smaller pill case too. I've use one like this for overnight or weekend trips. The compartments can hold my large fish oil capsule! I keep my small case filled with one or two of my prescription tablets and then keep it in my purse. Then if I realize that I forgot to take it one day or if I forget to bring it with me when I go out of town, I'm alright.",28,74
4.0,1564106347964,Soft!,"I started wearing sleeping masks to bed a few years ago. They really help when my husband stays up and watches TV or in the summer when the sun rises so early. These are light weight and very soft. They're adjustable so you can get a perfect fit. The block most of the light. I have found that a little light still comes in around the sides. They are comfortable to wear during sleep. I tend to forget to bring one with me when traveling, so I'm putting one of these in the pocket of my small suitcase so I have it with me.",28,75
4.0,1552004024321,Great to Have On Hand,"Nasal sprays, like this, are great to have on hand, especially in the cold, dry air. It's easy to use and instantly moisturizes the nostrils. I am glad to report that while the listing says it is for a pack of 72, I only received one. There's no way I could use all 72 bottles before they expire!",28,77
5.0,1515546272958,Doesn't Upset My Stomach,"I just turned fifty recently and have been taking multi-vitamins for the last several years. This one is a large, &#34;horse pill&#34; type vitamin, but I haven't had any problems swallowing them. They don't upset my stomach nor do they cause my urine to be bright yellow. I love that it comes with enough servings for about two months. I have noticed that I am not as tired in the afternoons as I usually am which I am attributing to these. They seem to be a good, basic vitamin.",28,14
5.0,1502361084905,Affordable Alternative to Name Brand Sunscreen!,"The Mountain Falls Ultra Sunscreen is a very affordable alternative to the big name brand sunscreens. The first thing I noticed about this sunscreen, is that the scent is pretty mild. It does have the typical smell that goes along with products containing sunscreen, but it's not very strong at all. In fact, it's barely noticeable when you first open the lid of it. It absorbs pretty quickly into the skin and doesn't leave any greasiness behind. It seems to do a good job of protecting, as long as you remember to reapply it regularly.  Every year, I cringe at the prices of sunscreen out there. This is a non-cringe worthy, comparable product.",28,79
4.0,1648498480328,A little rough,These seem like great quality cough drops with beneficial ingredients for when you are under the weather. A couple downsides for me are that the outside of them are rough so they cut up your mouth a bit and secondly no place saying where they are made. They have a mildly sweet and minty taste.,40,99
4.0,1639769948733,Not sure yet,"I sometimes get a stiff neck and my neck always hurts a bit to tilt back from some whiplash I got. I thought this would feel good on my neck, but it kinda just feels like it’s sharply jabbing into my neck. Maybe I need to do it more. Easy to use and well made. Need to give it more time to see if it makes a difference.",40,100
5.0,1632065665568,Pretty stones,These are pretty crystals and stones. Nice to carry around to help with stress.,40,101
5.0,1630268496444,Quality brand I trust,Seems like a quality product from a brand I trust. So far no stomach discomfort and seems like a supplement I can benifit from. Hoping it gives me more energy,40,102
5.0,1626380815013,Great tasting,Great tasting vitamin d gummies. Easy to take and seem like great quality.,40,103
5.0,1608513664968,Comparable to name brand,Compatible to Ensure. Not something I drink for fun or taste but when eating is a challenge like when sick or unable to eat solid foods. Or when I need to grab something quick that will fill me up for a while. Tastes better chilled.,40,106
5.0,1604871735879,Great bags,Super cute gift bags. They would also make great reusable lunch bags. Come with thanks you tags and string to attach. Durable and make gift giving fun. Great to keep on hand for last minute gifts.,40,107
5.0,1599580658054,Fun variety of decorations,Very cute Halloween decorations that include a variety of items to decorate with. Will be fun to decorate with closer to Halloween. I know my kids will enjoy them when I put them up.,40,108
5.0,1599067613084,Versatile,Great bags. Versatile and perfect for a variety of occasions. Well made. Easy to throw a quick gift into.,40,109
5.0,1594680815016,Great protein powder,"Seems like a quality product. I mixed a scoop with water, ice and frozen banana for a quick protein smoothie. It tasted great and was filling and satisfying.",40,112
4.0,1563058804103,Tastes good,"This olive oil looks good, smells good and tastes like high quality extra virgin olive oil. Took off a star because I don’t know if this is a reputable company for something I will be consuming. Also, Costco is known to have some of the highest quality Organic EVOO, so I usually just buy that.",40,114
4.0,1557187104206,Taste is too powerful but give me good energy for workout.,"This gives me the energy I need but the taste isn’t that great, kinda like surgery chemicals. I use this before weight training and light cardio. It mixes ok.",40,115
5.0,1556985172913,Best flavor.,Doesn’t mix a well as other products I’ve tried. There is a blob of unmixed powder that’s suborn and won’t dissolve. This Watermelon flavor is strong and tastes much better than the mojito flavor. Performance wise it gives me the boost I need for my workouts. I can’t say it’s any better or worse as far as the energy boost goes compared to competing products.,40,116
5.0,1550539545450,Nice value sleep mask,These is a great sleep mask. I have a few that a too over the top. They just need to be like this one simple and soft. Silk is the way to go. You almost don't know you're wearing this. Fits well and is adjustable.,40,117
5.0,1547849523931,Works well,"Seems to be a quality brand as I like a lot of their products that I’ve tried. This is good added to a smoothie, juice, soup, baked goods. It gives a nice color to recipes as well as added health benefits.",40,13
5.0,1547064405674,Lots of benefits,"I’ve heard a lot of good things about this supplement and it’s many health benefits and how it’s been around for a long time. This was my first time tasting it and I heard it gets its name from how gross it tastes and it didn’t disappoint. It’s name translates to it smelling like horse. It was hard to get down mixed with just water, but it has such a strong taste that it would prob ruin the taste of anything you mix it with. So best just to mix it with water and drink as quick as possible. I wanted to take off a star for how gross it was, but if it’s meant to be that bad it’s not the products fault. I have tried other products from this brand and it seems to be high quality.",40,13
5.0,1541543461877,Great alternative to Pedialyte and Gatorade,"I hate all the artificial colors and flavors in Gatorade, so this is a great alternative. I followed the directions and mixed it with 8 oz of cold water and it was easy to dissolve and tasted like sugar water. Would probably taste better mixed with a little juice to give it some flavor for a child. But overall seems like a great product for all members of the family.",40,119
5.0,1531083211297,Quality generic brand,"Generic brand of Vaseline. Seems to be identical to name brand. Multipurpose and handy to have on hand. I have tried one other product from Solimo, a spray sunscreen, and have been very happy with it. Seems to be a quality line of products.",40,120
5.0,1634618161331,"Check these out, better then expected.","Before I ordered these Omega 3 fish oil caps I wanted to check them out first to make sure these where a good high quality.<br />Not from farm raised chemical farms.<br />Sustainably sourced, wild caught,<br />Not from a country with filthy water,  Not a bunch of unhealthy strange fish mixed in etc.<br />This is wild Alaskan Pollock, that is as high in omega 3 as Wild Salmon.<br /><br />  This True Grace omega 3 came through higher then what I expected.<br />The soft caps are easy<br />To swallow, no burping. .<br /><br />If you do not want a heart problem, and want to keep your brain sharp , you have to eat healthy, walk, and take these omega 3s.<br />Eat allot of veggies, no processed food, less salt, organic, lite on the meat.<br />It paid off for my hubby after two heart by passes, and not traveling and eating out anymore.<br /><br />5 stars.",57,143
4.0,1625653754729,"Husband is a coffee & tea drinker, his teeth look whiter.Not what a dentist can do","This teeth whiting kit has everything in this , it’s complete.<br />My husband is a coffee and tea drinker, even though we get our teeth cleaned ever<br />4 to 5 months, ( we are older) He doesn’t like that his teeth are not as white as they should be.<br /><br />He has used this teeth whiting kit 3 times, and his teeth are looking whiter, although<br />This cannot get teeth as white as the dentist does.<br />My teeth are very sensitive , and I won’t try this.",57,145
4.0,1617986517008,"Put in salad and smoothie, is healthy, no taste.","What a lovely presentation to give as a gift.<br />That said I eat almost 100 % vegan, and not looking to lose weight, as this<br />Says it will keep you full.<br />But I’m looking for eating healthy.<br />MCT oil is healthy for your body, and I use it for my Salads with allot of seasonings.<br />There is not any taste to this.<br />Most people use this in there coffee, which I do not drink, and<br />In there Tea.  Although I do drink tea but I have not put this in it.<br />But I do put this in a smoothie when I’m in a rush and don’t have<br />Time to eat.  Although I think smoothie are a waste as there is not<br />Any fiber left in a smoothie there so parred.<br /><br />I do think this is pricey, and is clear that it should be.<br />Comes in a nice Glass clear bottle that looks like  a bottle of vodka!",57,146
2.0,1604305293324,"D3 very good, K1 in this Clots your blood..","This has D3 that is called the sun vitamin, and is it’s good for our bones.<br />As we get older we do not absorb vitamins as good, and also<br />The sun. Although too much sun can cause Cancer of the skin.<br /><br />Before taking D3 you should get tested to<br />Actually know how much you need.<br />I now need to take 10,000 mg of D3, and I Live in California and<br />Garden everyday.<br /><br />The K2 mK7, and Mk2 in this takes the calcium from<br />Your arteries to your bones and teeth that keeps the calcium from clogging<br />Up your arteries, Although I like<br />The K2-MK4 better, but that one is pretty Pricey.<br /><br />Now I notice there is K1 in this which surprises me!<br />K1 clots your blood, and many people take a baby aspirin<br />To thin there blood a bit for there heart as they get older, so I feel that K1<br />Would defeats the reason for taking a baby aspirin.<br />If any one takes any type of a blood thinner they should Not take K1 at all,<br />Or talk to your Dr. first.<br /><br />I’m only giving this a 2 stars cause of the K1 in this.",57,150
5.0,1575883785793,"Great gloves, soft, sturdy, and comfortable..","I like these Pacific gloves, there nicer then other gloves I have bought before.<br />The gloves are very comfortable, not the heavy thick ones  that I have bought at the grocery store before, that<br />Have always been too big, clumsy,  and uncomfortable, and I usually would only use about 3 times and forget about them.<br />These are a size medium, fit me, but the small would have been better, I have long thin fingers.<br />The inside is soft and actually feels good.<br /><br />I use these Pacific gloves for doing the dishes before putting them in the dishwasher, and washing my heavy cast iron pans.<br />These gloves Get a good grip on heavy cookware.<br /><br />I also like the sleeves  are long, and the water does not run inside, and I use them for gardening.<br /><br />Good price for two utility gloves.",57,151
5.0,1546777221277,"Healthy Chlorella, gets me going in the morning.","If you want something healthy this is it..<br />I use the super Chlorella Powder when I make a smoothy in my vitamix.<br />The taste of Chlorella is not the best to just drink it alone. I add organic frozen cherrys, part of a Apple, carrot, celery, banana<br />Even cabbage, and ice.<br />I’m not a coffee drinker, but this drink gets me going in the morning, or a fast drink during the day.<br /><br />I really cannot find anything I do not like about this Chlorella powder..it’s organic, high in A& B-12,  cracked cells-easier to absorb,<br />No wheat-no Gluten.",57,13
3.0,1543066812712,"2 ply, not thick, and small size.","The boxes of Puffs came at a good time, as we are having allergies with a change of seasons..<br /><br />These are 2 ply. I’m use to a 3 ply tissue that is softer then these Puffs.<br />These felt thin and rougher then what I’m use too, but when I used one<br />They seemed a bit thicker then what I expected, but Not a full size tissue. Rather on the small side.<br />These small boxes Would be nice next to a bed in the guest bathroom, nursery , car etc.<br /><br />If I had a cold this would not be the Tissue I would want to use. My husband was Not a fan of these.",57,152
5.0,1540974612796,Also helps Adults who are not feeling well also.,"Not only are these very helpful when you have a sick child with the flu etc.<br />My husband had open heart surgery over a month ago, but when he came home from the hospital his electrolytes<br />Where still off.<br />I mixed one of these with water, he drank it as his Dr. Told him too when he called him to say how<br />Awful he was feeling. This mommy’s Bliss saved us a trip back to the hospital, but put my husband back on track to recovering.",57,119
4.0,1510746498732,"Not greasy, absorbs , hands are looking and feeling better.","Nice large 21oz. bottle of a body lotion I have not heard of before!<br />The scent is Cherry Almond. The first scent I smelled when using this is Cherry, which is not my favorite.<br />I like Almond better, but the scent does not last long.<br /><br />This is not a greasy lotion. It goes into my skin ,my legs and hands have been very dry, and my other lotions<br />Where not helping much.<br />But this Mountain Falls seems to help to soften my hands, and the do look better in a short time.<br /><br />I'm not a fan of some of the ingredients in this,  so I was surprised my hands do not look so old After using this a few<br />times a day.<br /><br />Came nicely packaged and no leaks, but The trouble I had with this bottle was getting the pump to come up ,so<br />I could use this..not deducting for that.",57,153
5.0,1501481827894,"Keeps sun at bay, nice scent, not greasy.","We really like this mountain falls 30 Spf sun screen.<br />Made in USA.<br />Love the scent. Its fresh and clean. Seems to go in the skin, is not greasy. and  My skin does not feel dry after using this,<br />as other SPF have left my skin feeling.<br />Apply 15 mins before going out in the sun.<br />If swimming,  reapply after 80 mins.<br /><br />We live on a river in California, and its hot and sunny here. I live on a river.<br />I put this on 3 children .One is a red head, blue eyes, One child has platinum blonde hair, and fair.<br />The children had on  tee shirts ,but using this they did not<br />Get Sunburned around the neck or arms being in the river. A bit red yes, but Not sunburned.<br /><br />You can get sunburned through the window while driving.<br />I put sunscreen on my hands for years, and have very little brown spots on my hands for my age.",57,79
4.0,1667134651133,"Not as hard as I expected the ""firm version"" to be but good for hand therapy; a bit oily","I've worked with putty with my therapist during hand therapy. This putty is no different except that I thought it was going to be so hard for me to use. It is actually not as hard as I expected it to be and is perfect for building strength in my hands. It is a bit oily but that is typical of the putty I used at my therapist office as well. I do feel, however, that the current price of $19.99 is very expensive for this small size.<br /><br />Note that this is good to keep an autistic child occupied. I have a friend with a severely autistic child (now adult), who uses these type of items to keep him busy and he is really into stuff like this.",67,165
3.0,1663453869564,2 users/90 readings each; large cuff/display; two power options included; accuracy within range,"[[VIDEOID:2c73ad39d6e3ee88ac30b8eb73c734f]] This is the 56th BP monitor that I have tried and ordered through Amazon either via purchase or the Vine program and is a basic monitor. Almost every single monitor takes my BP within a few points of each other and this one's accuracy is within range of my gold star monitors. This one has two user modes which supposedly store 90 readings per user. Note that I did not take 180 readings, so this is unverified. After the reading, it displays systolic and diastolic pressure and pulse. It averages the BP after three successful BP readings but the AVERAGE recall is not marked as an average. Most monitors identify an average with the AVG notation. It has an irregular heartbeat indicator.  There is one large cuff provided that will fit most people. There are two power options available and INCLUDED and that is four AAA batteries or via a USB type C cable. Time settings are in the 24-hour clock (military time) only. Voice assist is available but it comes with a heavy Chinese accent.<br /><br />INCLUDED IN THE PACKAGE<br />- One BP unit<br /><br />- One BP User Manual and one digital pamphlet<br /><br />- One large cuff<br /><br />- One cloth carry pouch<br /><br />- One USB Type C Cable and 4 AAA Batteries<br /><br />FEATURES<br />- Up to 90 numbers can be stored for each of two users in memory.<br /><br />- Date and time settings are available in 24-hour clock only.<br /><br />- Setting the date and time or selecting the user is a matter of using the set and memory buttons per the instruction manual.<br /><br />- The LCD Display readout is large for easy reading.<br /><br />- The cuff is 22 to 42 cm (8.66 to 16.535 inches), which is large enough for muscular arms or the slightly obese.<br /><br />- Clearing all the BP settings is just a matter of holding the MEM button for three seconds and then pressing the set button until ALL EE appears.<br /><br />- The display is large.<br /><br />- Accuracy is within range of my gold standard monitors.<br /><br />- Switching user modes is a longer process than other monitors. Press and hold the SET button (when power is off), wait until the user indicator blinks, and then press MEM to switch to the other user.<br /><br />- It displays an average after three readings but it is not marked as such.<br /><br />- It has voice assistance but that comes with a heavy female Chinese accent.<br /><br />NEGATIVES<br />- The cuff writing is upside down compared to other monitors but that does not affect the performance.<br /><br />- The average feature is nice to have but the average numbers are not marked with the AVG indicator. What happens is that after three readings, the first number displayed is the average. The next three numbers and beyond are the readings. Once I cycle through all the readings, the average is never displayed again unless I turn off the unit and then press the memory button again.<br /><br />- The voice option is moderated by a heavy female Chinese accent.<br /><br />This is an acceptable BP monitor. Operation and setup of this unit is simple once I read the manual. To take my blood pressure, I affixed the cuff around my LEFT arm with my palm turned up. I made sure my arm was at heart level and my feet were flat on the floor. Then I pressed start and after a little bit, I had my reading. I pressed stop to turn off the unit. The systolic and diastolic pressures and pulse are displayed.<br /><br />Blood pressure is never the same from moment to moment, so it is expected to get variable readings within a certain range even over the several minutes. It is important for a user to learn how to take their BP to get an accurate reading or it may appear that a monitor is not working when, in fact, it is user error. There are many great videos online that can help teach this.<br /><br />In summary, this monitor holds a total of 180 readings if using all two user modes. Changing users and deleting old numbers is easy enough as long as one reads the manual. The cuff is large enough for most people and the LCD Display is large and easy to read. It displays an AVG after three readings but that is not marked. The voice assist could be better as it is heavily accented. The current price is not listed but any price at $24 or below would be reasonable for this.<br /><br />For those who are interested, I attached some notes about several of my most favorite 5-star monitors. These monitors I consider outstanding for their features compared to all the others I tested. I listed two 4-star monitors because they have unique features such as Spanish speaking or Bluetooth. Each one of these monitors is accurate and I would highly recommend any of them.<br /><br />[[ASIN:B00KPQB2N Omron Series 5 Upper Arm BP Monitor]] – This is known as the gold standard of BP monitors. It stores 100 readings between 2 users. It does not come with a case and it is battery operated but an AC adapter can be purchased separately. The arm cuff on this monitor will fit most people. (5 stars)<br /><br />[[ASIN:B00UB5EXNE A&D Wrist BP Monitor Model UB-543]] – This is the monitor I use most often in the winter so I do not have to disrobe to expose my arm. It stores 120 readings between 2 users. It is great for portability, comes with a hard case, and is battery operated. In addition, it has C.P. G. (Correct Position Guidance) to ensure the user does not make an error. That only works if it is turned on. Accuracy is spot on, which is atypical of wrist monitors. (5 stars)<br /><br />[[ASIN:B01AFQK85K HealthSmart Upper Arm BP Monitor]] – This is great if a talking monitor in both English and Spanish is needed. It stores 120 readings between 2 users. In addition to battery operation, it comes with an AC adapter, two very flimsy cuffs, and a case. If the cuffs were better, this would be my favorite arm monitor. (4 stars)<br /><br />[[ASIN:B08HK71G16 Teyiyes Digital Upper Arm BP Monitor]] -This is a great monitor with a large cuff, two power sources (4 AAA batteries or A/C cable), and 2 user capacity 90 memory capacity for each. (4.5 stars)<br /><br />[[ASIN:B09TKK15ZC Baymed Upper Arm Blood Pressure Monitor]] - This monitor holds a total of 198 readings if using all two user modes. The LCD Display is medium but easy to read and color coded in green, yellow, and red based on the hypertension level—which is EXCELLENT. There are two power options. It takes four AAA batteries or a USB Type C cable (both are included). There is an average feature after two readings. There are date or time settings in AM/PM (not military time). The cuff size is large. There is an irregular heartbeat indicator. Accuracy is spot on. (5 stars)<br /><br />[[ASIN:B09WGYJRH8 Checkme Arm Cuff Only Upper Arm Blood Pressure Monitor for iOS or Android Model BP2A 4663]] – This is one unique monitor. The monitor and cuff are in one unit and this is most useful if paired with the iOS or Android app (viHealth). The cuff size is large but the display on the cuff is small. Operation is simple. This is rechargeable and comes with the USB Type C cable for charging. There is no average feature or irregular heartbeat indicator on either the unit or app. There is no user designation on the monitor but such a distinction is possible in the app. In fact, the readings can be associated with multiple users (number and amount unknown). The date and time are automated through the Bluetooth pairing with the app. As of June 2022, the app is quirky and does not always connect. The BP unit itself is accurate and simple to use but this is not suitable for everyone. The [[ASIN:B09WDK7P8Y Checkme Arm Cuff Only Upper Arm Blood Pressure Monitor for iOS or Android ModelBP2A 0885]] is the high priced version that comes with a muscle stimulation(TENS) option. (Both are 4 stars)<br /><br />[[ASIN:B09NN8VS8G Ziqing Upper Arm BP Monitor Model XB-04]] - This monitor holds a total of 198 readings if using all two user modes. The LCD Display is large and easy to read. There are two power options of either four AA batteries (NOT included) or a micro-USB cable (included). There is an average feature after two readings. There are date or time settings in 24-hour clock (military time) only. The cuff size is large and will fit most users. There is also voice broadcast mode and two alarm options. This does not have an irregular heartbeat indicator.  (4.5 stars)",67,62
4.0,1663021013072,Mask is excellent but the silk eyeshade is terrible; the mask only is worth the $9.99 price,"The current price of $9.99 for this ensemble is excellent and the mask alone is worth that price. However, if the price were more than $12.99, I would have rated this 2 or 3 stars due to the additional items included.<br /><br />This comes in a giftable box and includes a sleep mask, a silk eyeshade (like another mask), and disposable foam earplugs in a plastic case.<br /><br />I am very impressed with the foam mask. It is a cushiony soft, but full-bodied sleep mask. This mask has eye cutouts. There is also an adjustable strap in the back. Since there is an eye socket channel, I can open my eyes underneath without touching the front of it and it blocks out all light incredibly well. It feels like it is made of cloth covered form. It is comfortable to wear and fits me very well and is not too snug. It does not move around when I lay down with it. Overall, I really love the mask.<br /><br />However, the eye shade feels more like a lightweight silk mask. Even when I extend the adjustable strap all the way, it pulls tight around my eyes, is useless at blocking all light, and is supremely uncomfortable. The ear plugs are also just junk to me. They should leave out both items. I only took off one star because the mask is 5 stars. If they left out the other junk, I would have rated this 5 stars at the current price of $9.99.",67,168
3.0,1657662124811,Lightly padded gorgeous sleep mask; light seeps in through bottom; too tight around eyes; OVERPRICED,"For the current price of $44, I am  disappointed in this sleep mask. First of all, it is a gorgeous blue and that is the nicest thing about it. Also, it comes in a giftable package.<br /><br />I tried the mask and it barely works for me. The mask has some slight padding, which is nice and it is soft but not as soft as I expected. The adjustable strap is super thin and when I adjust it most of the way, it is still too tight around my eyes. Also, a tiny bit of light seeps in through the bottom of the mask.<br /><br />In summary, this mask is a gorgeous color and feels nice but the strap does not match what I expect to get for $44. It also is not completely light blocking. I personally do not feel  this mask should be priced more than $22.",67,169
