itemId,aug_concat_only,aug_harmonize,aug_marketing
120,"Title: Amazon.com Gift Card in a Polka Dot Reveal (Classic Black Card Design)
Features: ['Gift Card is affixed inside a reveal product', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift amount may not be printed on Gift Cards', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']
Description: [""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card nested inside or with a free gift accessory.""]

User Reviews:
She loved it so much that she even sent me a picture of it 🙂 [SEP] Very cute gift card.  Looks better in person. [SEP] My nieces birthdat is coming up, and she wanted an Amazon gift card to buy her Kindle games and books.  I found this way to present her gift card, and it’s adorable!  She loved it.  Home run for the aunt!  Would buy again. [SEP] The gift card arrived on time.  The reason for only three stars was because the recipient had to make several calls to find out who sent it.  I had filled out a message to go with the gift card, but it was not included.  Amazon needs to work on this! [SEP] Such a cute idea and my niece loved it. It has some glitter and works great for little girls who look at it like a little purse. [SEP] Nice [SEP] I sent this to a 17 yr old young lady. I think she likes packaging better than gift card!!! She loved it. [SEP] I bought this to give my employees as an appreciation and they love it :) [SEP] says was delivered [SEP] Cute packaging.","The Amazon.com Gift Card in a Polka Dot Reveal (Classic Black Card Design) is a delightful way to surprise your loved ones with the perfect gift. The gift card is affixed inside a reveal product, featuring no fees or expiration date. While the gift amount may not be printed on the card, it can be easily scanned and redeemed using the Amazon App on a mobile or tablet device. The package includes a customized gift message on the packing slip, adding a personal touch to your gift.

Users have praised this gift card for its adorable presentation, with one mentioning that it looks even better in person. It has been a hit among recipients, especially for occasions like birthdays or employee appreciation. However, there have been some feedback regarding the delivery of the gift card message, with a recipient having to make calls to identify the sender. Overall, customers have found this gift card to be a cute and practical choice, particularly appealing to younger recipients who appreciate its design resembling a little purse.","Give the gift of endless possibilities with the Amazon.com Gift Card in a Polka Dot Reveal featuring a classic black card design. This unique gift card is more than just a present - it's an experience waiting to unfold. With no fees, no expiration date, and the convenience of scanning and redeeming via the Amazon App, this gift card offers ultimate flexibility and ease of use. The charming reveal product adds a touch of excitement to gift-giving, making it perfect for any occasion. Plus, enjoy Free One-Day Shipping where available for a seamless gifting experience. Delight your loved ones with a customized message and watch their faces light up with joy as they uncover the surprise inside. Whether it's for a birthday, holiday, or just because, the Amazon.com Gift Card in a Polka Dot Reveal is sure to bring smiles and happiness to all who receive it."
18,"Title: Visa $100 Gift Card (plus $5.95 Purchase Fee)
Features: ['This card is non-reloadable. No expiration of funds. No cash or ATM access. Cards are shipped ready to use.', 'This card can be used in the U.S. only, online or in stores, where Visa debit cards are accepted. Your Amazon.com Balance cannot be used to purchase Visa gift cards. For FAQ’s on how to use your Visa prepaid gift card please visit mygift.giftcardmall.com for more information.', 'A one-time $5.95 purchase fee applies at the time of purchase. No fees after purchase (including dormancy, service or other fees).', 'This item is not eligible for refund or return. Available for sale within the United States only (not available to Puerto Rico residents). Additional shipping restrictions apply to Hawaii, Kansas, New Mexico, South Dakota, US Virgin Islands, Vermont, and West Virginia.', 'Do not provide any gift card details (such as the claim code) to someone you do not know or trust. There are a variety of scams in which fraudsters try to trick others into paying with gift cards. We want to make sure our customers are aware of potential scams that may involve asking for payment using gift cards. See ""Be Informed"" link at the top of the page to learn more.']

User Reviews:
Good Product [SEP] Awesome & they work [SEP] A great and convenient gift idea-price is right too! [SEP] Recommend [SEP] Not sure why anyone needs to read a gift card review, but here you go. Oh, this Visa Gift Card is awesome. It came attached to the perfect weight cardstock with nice printing. The card activated and worked perfectly to buy &#34;stuff.&#34; You can't go wrong with a Visa Gift Card (unless you try to use it at an establishment that only accepts cash). [SEP] No problems using it. [SEP] Great gift quick delivery [SEP] Kind of difficult to use and check balance.  They really need an app for that.  Also the $6 charge is annoying [SEP] It was either order and got here quick [SEP] Who wouldn't want to receive a free gift credit card? 🎁<br />Is your loved one spoiled and has everything already and you don't know what to buy them?<br /><br />What's not to love about an Visa gift card that you can use anywhere? Its like giving someone cash. Treat your loved one for any occasion.<br />Shipping was quick and painless. plus, I didn't have to leave my house to buy someone a gift!<br /><br />Overall, this purchase was easy and convenient.","The Visa $100 Gift Card (plus $5.95 Purchase Fee) is a non-reloadable card with no expiration of funds and no cash or ATM access. It can be used in the U.S. only, online or in stores where Visa debit cards are accepted. A one-time $5.95 purchase fee applies at the time of purchase, with no additional fees after purchase. This item is not eligible for refund or return and is available for sale within the United States only, with additional shipping restrictions in certain states and territories.

User reviews highlight the convenience and versatility of the Visa Gift Card, with users praising its ease of use and quick delivery. Some users found it slightly difficult to check the balance and suggested the need for an app for that purpose. Overall, customers appreciate the gift card as a great and convenient gift idea, especially for those hard-to-shop-for loved ones.","Introducing the Visa $100 Gift Card - the perfect gift for any occasion! This non-reloadable card comes with no expiration of funds and can be used online or in stores across the U.S. where Visa debit cards are accepted. With no cash or ATM access, it provides a secure and convenient way to shop hassle-free.

Enjoy the ease of gifting with a one-time $5.95 purchase fee, with no additional fees after purchase. This Visa gift card is a versatile present that guarantees satisfaction, making it an ideal choice for those hard-to-shop-for loved ones.

Customers rave about the convenience and quick delivery of this gift card, praising its usability and the seamless shopping experience it offers. Don't miss out on the opportunity to treat someone special with the freedom to choose their own perfect gift. Order now and give the gift of endless possibilities with the Visa $100 Gift Card!"
166,"Title: Cracker Barrel Gift Card
Features: ['This card is offered by Cracker Barrel Old Country Store, Inc., and may be applied toward any purchase or service at any Cracker Barrel Old Country Store location.', 'Redemption: Instore', 'No returns and no refunds on gift cards.']

User Reviews:
fast delivery and card worked [SEP] A perfect gift because it can be used in the shop or for eating. [SEP] Great [SEP] So easy - and so many to choose from.  Amazon is the only way I buy gift cards nowadays [SEP] As we do not have Cracker Barrel here on Long Island, I wanted them for  birthday gift.  Ordered them on Amazon and were perfect. [SEP] This review is for the Cracker Barrel $25.00 Gift card.<br /><br />The card came quick and there wasn't a problem with using it. [SEP] great [SEP] Great food! [SEP] My Dad loves this place [SEP] OK Product","The Cracker Barrel Gift Card, offered by Cracker Barrel Old Country Store, Inc., is a versatile option that can be used for any purchase or service at any Cracker Barrel Old Country Store location. This instore redemption card is a popular choice for gifting, as it can be used for shopping or dining. Customers have praised the fast delivery of the card and its seamless usability. Whether it's for personal use or as a thoughtful gift, the Cracker Barrel Gift Card is a convenient and well-received choice. Please note that there are no returns or refunds on gift cards.","Treat your loved ones to the delightful experience of Cracker Barrel with the Cracker Barrel Gift Card! Perfect for any occasion, this gift card allows recipients to enjoy the warm hospitality and delicious offerings of Cracker Barrel Old Country Store. Whether they're shopping for unique gifts or indulging in a hearty meal, this gift card is the ultimate choice for convenience and versatility. With fast delivery and seamless usability, it's the ideal gift for anyone, anywhere. Give the gift of a memorable dining experience or shopping spree with the Cracker Barrel Gift Card today!"
246,"Title: Regal Entertainment Gift Cards - In a Gift Box
Features: ['Give the gift of movies! Regal gift cards are good towards admissions and concessions.', 'Regal Entertainment Group is the largest motion picture exhibitor in the world and includes all Regal Cinemas, Edwards Theatres and United Artists Theatres.', 'Regal Entertainment Group has over 530 locations in 40 states.', 'No returns and no refunds on gift cards.']
Description: ['Give the gift of movies! Regal gift cards are good towards admissions and concessions. Regal Entertainment Group is the largest motion picture exhibitor in the world and includes all Regal Cinemas, Edwards Theatres and United Artists Theatres. Regal Entertainment Group has over 530 locations in 40 states.']

User Reviews:
Came on time for Christmas and my dad loved it! [SEP] It's a gift card [SEP] I gifted this and the recipient was just  too happy, so glad he got a gift he could really use. [SEP] Great [SEP] GREAT [SEP] I would have loved a discounted price, but it made a great gift. [SEP] It's a gift card.... [SEP] Perfect gift for the movie lover [SEP] This was a great go to gift! [SEP] They worked!","Title: Regal Entertainment Gift Cards - In a Gift Box

Give the gift of movies with Regal Entertainment Gift Cards, which are redeemable for admissions and concessions at all Regal Cinemas, Edwards Theatres, and United Artists Theatres. Regal Entertainment Group, the largest motion picture exhibitor in the world, operates over 530 locations across 40 states. Please note that there are no returns or refunds on these gift cards.

User Reviews:
- Came on time for Christmas and my dad loved it!
- I gifted this and the recipient was just too happy, so glad he got a gift he could really use.
- Great
- GREAT
- I would have loved a discounted price, but it made a great gift.
- Perfect gift for the movie lover
- This was a great go-to gift!
- They worked!

This gift card set has been well-received by customers, making it a perfect choice for movie lovers looking for a convenient and enjoyable gift option.","Give the ultimate movie experience with Regal Entertainment Gift Cards in a beautifully presented Gift Box! Treat your loved ones to the magic of the big screen with the flexibility to enjoy movies and snacks at any Regal Cinemas, Edwards Theatres, or United Artists Theatres nationwide. With over 530 locations across 40 states, this gift card opens the door to endless entertainment possibilities. Perfect for any occasion, these gift cards are sure to delight any movie lover in your life. Make someone's day special with the gift of cinematic joy - because unforgettable memories are just a movie ticket away!"
129,"Title: $25 Mastercard Gift Card (plus $3.95 Purchase Fee)
Features: ['This card is non-reloadable. No expiration of funds. NO cash or ATM access. Cards are shipped ready to use.', 'Use your Mastercard Gift Card in the U.S. everywhere Mastercard debit cards are accepted, including online. Your Amazon.com Balance cannot be used to purchase Visa gift cards.', 'A one-time $3.95 purchase fee applies at the time of purchase. No fees after purchase (including dormancy, service or other fees).', 'This item is not eligible for refund or return. Only available for sale within the United States and Territories. Additional shipping restrictions apply to Hawaii, Kansas, New Mexico, South Dakota, US Virgin Islands, Vermont and West Virginia.', 'Do not provide any gift card details (such as the claim code) to someone you do not know or trust. There are a variety of scams in which fraudsters try to trick others into paying with gift cards. We want to make sure our customers are aware of potential scams that may involve asking for payment using gift cards. See ""Be Informed"" link at the top of the page to learn more.']
Description: ['Mastercard Gift Cards are the ideal gift – to give and receive. When you give a Mastercard Gift Card, your gift is the perfect choice for any occasion including holidays, birthdays, graduations, anniversaries, or any other celebration. Shop online and make purchases anywhere Debit Mastercards are accepted in the U.S. Purchase a Mastercard Gift Card and your gift will be perfect every time.']

User Reviews:
was receive [SEP] I find the Master Card Gift Cards to be a very useful Card. Sometimes there is something one of my grand kids wants for a holiday and it makes it much easier to get this for them. I took off a star for the purchasing fee. I feel it is excessive for the amount given. I have never had an issue with these card s and will continue using [SEP] Very handy [SEP] Reliable.  Order before 1030am Pacific and you have a 95% chance of these things sitting Omar your door by 9pm. [SEP] Great [SEP] Sadly, the card is not activated but Amazon refunded my money.  What a disappointment!! [SEP] Bought this to give as a Christmas gift. The first I never received. The second card issued I sent to my grandson but he couldn’t use. For some reason Amazon never activated it. What a embarrassment to give a gift the couldn’t be used. Beware of these! [SEP] Very nice Gift appearance....AAAAA [SEP] Purchased as a small token of appreciation and gifted to a relative.  The card arrived promptly and can be used without any issues.<br /><br />Thank you. [SEP] Easy to use and great gifts","The $25 Mastercard Gift Card (plus $3.95 Purchase Fee) is a non-reloadable card with no expiration of funds and no cash or ATM access. It can be used in the U.S. wherever Mastercard debit cards are accepted, including online. A one-time $3.95 purchase fee applies at the time of purchase, with no additional fees afterward. This item is not eligible for refund or return and is only available for sale within the United States and Territories, with additional shipping restrictions in certain areas.

Mastercard Gift Cards are the perfect choice for any occasion, such as holidays, birthdays, graduations, and anniversaries. Users find them very useful for purchasing gifts, although some have expressed disappointment with the purchasing fee. The cards are reliable and can be delivered promptly, making them a convenient option for gifting. However, there have been isolated incidents of activation issues reported by users, so caution is advised when purchasing. Overall, the Mastercard Gift Card is a convenient and versatile gift option for various celebrations.","Give the gift of endless possibilities with the $25 Mastercard Gift Card! Perfect for any occasion, this non-reloadable card offers the convenience of online shopping and can be used anywhere in the U.S. that accepts Mastercard debit cards. With no expiration date and no additional fees after purchase, it's the ideal choice for birthdays, holidays, graduations, and more. Plus, enjoy fast and reliable delivery right to your doorstep. Make gift-giving a breeze and treat your loved ones to the freedom of choice with the $25 Mastercard Gift Card today!"
56,"Title: Amazon.com $25 Gift Card in a Black Gift Box (Classic Black Card Design)
Features: ['Gift Card is nested inside a specialty gift box', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']
Description: [""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card. Gift card is attached to a folded blank greeting card and is packed in an individual 5.25 x 7.25 inch envelope. Envelope is delivered sealed. An additional 5 x 7 inch unsealed envelope is also provided.""]

User Reviews:
It's a $25 gift card. I bought it to take advantage of an Alexa/Echo offer. The box and bow are attractive but they were in the garbage in five minutes and a few minutes after that the credit balance was in my account. Sending the pretty box and bow was nice and only other option was a white gift box with bow. Why I couldn't have been emailed the $25 code I don't know but I actually feel a little guilty for Amazon wrapping this up nicely and shipping it overnight. I'd have been happy with a code to copy, paste and redeem. Now all Amazon had to do, as promised, is email my $5 voucher for buying this $25 card. [SEP] Another gift card.  This one also received the expected cheerful response from the recipient, but what more can you expect.  It worked. [SEP] It's a gift card in a small box with an orange ribbon and bow on the box top. You can send an Amazon gift card by email or hand deliver one like this. They all work the same, money which is applied to a person's Amazon account.  Only problem I have with gift cards is that purchases don't register as &#34;verified purchase&#34; when the gift card balance is used for payment and you leave a review. [SEP] Amazon gift cards have really nice selection of boxes. Perfect for any occasion [SEP] What a clever way to package a graduation gift card.  Thanks. [SEP] Christmas gift for one of my nephews. [SEP] Happy it works because I was skeptical at first buying, reading that this did not come activated, but mine did, and it came with the cool box. Great purchase. [SEP] This gift card makes a very nice gift for someone who shops online.  Plus, it looks much nicer than simply a gift card that you can get at the store since it comes in it's own little box making it look good.  I will definitely be buying more of these in the future!  The bonus, for me, is that I don't have to spend a lot of time thinking about what I'm going to be buying - and then wondering if it's something they'll truly want.  In my book, it's a ""win-win""! [SEP] great! [SEP] who doesn't love an amazon card?! come on! :}","The Amazon.com $25 Gift Card in a Black Gift Box features a classic black card design and is nested inside a specialty gift box with an attractive bow. The gift card has no fees, no expiration date, and is redeemable towards millions of items storewide at Amazon.com. It can be scanned and redeemed using the Amazon App on a mobile or tablet device. The item is delivered as a single physical gift card attached to a folded blank greeting card, packed in a 5.25 x 7.25 inch envelope that is sealed upon delivery. An additional unsealed 5 x 7 inch envelope is also provided. Users have praised the gift card for its nice packaging, making it a perfect gift for various occasions like graduations and Christmas. The gift card works seamlessly, with the credit balance quickly appearing in the recipient's account. Some users expressed a preference for receiving the gift card code via email for convenience. Overall, the Amazon.com $25 Gift Card in a Black Gift Box is a popular choice for those looking to give the gift of online shopping with a touch of elegance.","Give the gift of endless possibilities with the Amazon.com $25 Gift Card in a sleek Black Gift Box. This classic black card design comes nestled inside a specialty gift box, making it a perfect present for any occasion. With no fees or expiration date, the recipient can shop millions of items storewide on Amazon.com. The convenient scan and redeem feature via the Amazon App allows for quick and easy redemption. Enjoy the added touch of a customized gift message on the packing slip. Plus, with Free One-Day Shipping available, gifting has never been easier. Elevate your gift-giving experience with this beautifully packaged Amazon.com Gift Card in a Black Gift Box."
42,"Title: Starbucks Gift Card
Features: ['A Starbucks Card is Always Welcome', 'Redemption: Instore and Online', 'No returns and no refunds on gift cards.']

User Reviews:
My friend like the gift card like the sweater for holiday card [SEP] its just a gift card [SEP] I start everyday with coffee. Home made, DD, Starbucks. It honestly doesnt matter I just need caffeine! [SEP] I bought this for a white elephant gift exchange and it was one of the most stolen gifts.  I always buy white elephant gifts that I personally wouldn't mind ending up with so I would have been happy to come back with this but everyone else also wanted it.  Can't go wrong with a Starbucks gift card. [SEP] Works great at Starbucks. [SEP] Bought it as a gift, The recipient loved it. [SEP] Great gift! [SEP] I bought this for my daughter n law for her b'day. All went well. She is very happy with her gift card. I love the design on it. [SEP] I got it! [SEP] Came fine.","The Starbucks Gift Card is a versatile and popular choice for any occasion. With the ability to be used both in-store and online, it offers convenience and flexibility for the recipient. While there are no returns or refunds on gift cards, customers have praised its appeal as a gift, with many reporting positive experiences giving and receiving it. Users have noted its popularity in gift exchanges and its success as a well-received present. The card's design has also been appreciated by recipients, adding to its overall appeal. Whether for a caffeine fix or as a thoughtful gift, the Starbucks Gift Card is a reliable choice that is sure to please.","Indulge in the perfect gift for any occasion with the Starbucks Gift Card. Treat your loved ones to the ultimate coffee experience with the freedom to choose their favorite beverages and treats at any Starbucks location, whether in-store or online. With a Starbucks Card, you're giving the gift of endless possibilities and the joy of sipping on their favorite brews. Perfect for coffee enthusiasts, white elephant gift exchanges, birthdays, or just to show someone you care. Give the gift of Starbucks and make every moment a little more special."
346,"Title: GameStop Gift Card
Features: ['This item has a quantity limit of 2 units per customer per week', ""Redeemable at US GameStop, EB Games, Babbage's, Electronic Boutique, EBX, Planet X, and Software Etc. stores."", 'Over 6,100 stores located throughout the United States.', 'GameStop. Power to the Players.', 'Amazon.com Gift Cards cannot be used as a method of payment for this item.', 'No returns and no refunds on gift cards.']

User Reviews:
While the cardboard packing material isn't world class, the card itself more than makes up for anything that it is lacking! True to its word, it is worth exactly the price advertised on the packaging!! The thick plastic card is very well made and able to withstand many environmental elements commonly found in any gamers every day life. Mom's washer and that 10 year old condom you never had the chance to use will not cause this card to be less valuable while stored in your wallet!! Can't go wrong buying this for any die hard game fan! [SEP] gift card for my son [SEP] Good gift for your kids and grand kids! [SEP] easy and great gift for any video gamer. [SEP] Good buy [SEP] Pick a game [SEP] Had to cancel regular shipping, get prime, reorder for same day shipping because the gift card was just sitting for a few days and was not shipping. Dragging your feet over sending a gift card is ridiculous. Regardless at the end of the day its a gift card so 4 stars it is. [SEP] not much to say though it worked [SEP] Son's birthday gift [SEP] What's not to like? It's Game Stop.","The GameStop Gift Card is a popular choice for gamers, with a quantity limit of 2 units per customer per week. It can be redeemed at various stores including US GameStop, EB Games, and more, with over 6,100 locations across the United States. The card itself is well-made with thick plastic, ensuring durability in various environments. While there are no returns or refunds on gift cards, users find it to be a great gift for any video game enthusiast. Some users experienced delays in shipping, but overall, the GameStop Gift Card is a convenient and appreciated present for gamers of all ages.","Looking for the perfect gift for the gamer in your life? Look no further than the GameStop Gift Card! With a quantity limit of 2 units per customer per week, this card is redeemable at over 6,100 stores across the United States, including GameStop, EB Games, and more. Give the gift of choice and let them pick their favorite games, accessories, or collectibles. The sturdy plastic card is built to last, ensuring it can withstand the rigors of everyday life. Plus, with GameStop's motto of ""Power to the Players,"" you know you're giving them the ultimate gaming experience. Don't wait, grab a GameStop Gift Card today and make any gamer's day!"
202,"Title: Amazon.com Gift Card in a Vintage Luggage Tin
Features: ['Gift Card is affixed inside a gift tin', 'Gift amount may not be printed on Gift Cards', 'Gift Card has no fees and no expiration date', 'No returns and no refunds on Gift Cards', 'Gift Card is redeemable towards millions of items storewide at Amazon.com', 'Scan and redeem any Gift Card with a mobile or tablet device via the Amazon App', 'Free One-Day Shipping (where available)', 'Customized gift message, if chosen at check-out, only appears on packing slip and not on the actual gift card or carrier']
Description: [""Amazon.com Gift Cards are the perfect way to give them exactly what they're hoping for - even if you don't know what it is. Amazon.com Gift Cards are redeemable for millions of items across Amazon.com. Item delivered is a single physical Amazon.com Gift Card nested inside or with a free gift accessory.""]

User Reviews:
What a cute gift card container/box! [SEP] The tin was so appropriate to send an Amazon gift card to a friend across the miles. [SEP] My daughter in law enjoyed this gift. [SEP] This is a really nice package for an Amazon gift card. [SEP] Fun way to give a gift card! [SEP] I bought this for my wife's birthday. Super fast shipping & she loves the tin! Thank you! [SEP] As others have said, I also received mine with a sizable dent. I won't be able to use the tin as a gift either. It's such a shame since it's so cute. [SEP] The suitcase is cute! [SEP] so cute, nice gift for anyone for any occasion, I purchased this for new bride and groom as a gift for their wedding day [SEP] This is the cutest tin. Great for Bon Voyage gift or graduations. Almost anything.","The Amazon.com Gift Card in a Vintage Luggage Tin is a charming and practical gift option. The gift card comes affixed inside a vintage-style tin, making it a unique and thoughtful present for any occasion. The card itself has no fees or expiration date, and is redeemable towards millions of items on Amazon.com. Additionally, the card can be easily scanned and redeemed using the Amazon App on a mobile or tablet device. The package includes free One-Day Shipping where available, and the option to include a customized gift message at checkout. 

Customers have praised the vintage luggage tin as a cute and fitting container for the gift card, making it a delightful choice for sending to loved ones near or far. The tin has been well-received as a gift for various occasions, such as birthdays, weddings, and graduations. While some users have noted receiving their tin with minor dents, overall feedback highlights the tin's appeal and versatility as a gift option.","Give the gift of endless possibilities with the Amazon.com Gift Card in a Vintage Luggage Tin! This charming tin houses a versatile gift card that can be redeemed for millions of items on Amazon.com. With no fees or expiration date, this gift card is the perfect choice for any occasion. The unique vintage luggage tin adds a touch of nostalgia and makes for a delightful presentation. Enjoy the convenience of scanning and redeeming the gift card with the Amazon App, and benefit from free One-Day Shipping where available. Personalize your gift with a customized message at checkout. Whether it's for a birthday, wedding, or just to show appreciation, this gift card in a vintage tin is sure to bring joy to your loved ones."
279,"Title: California Pizza Kitchen Gift Card
Features: ['California Pizza Kitchen features an imaginative line of hearth-baked pizzas including the Original BBQ Chicken pizza, and a broad selection of distinctive pastas, salads, soups, sandwiches and desserts.', 'Offering Dine-In, Take-Out, Catering and an Award-Winning CPKids Menu.', 'Redeemable for food and beverage at all participating California Pizza Kitchen (CPK) and CPK/ASAP restaurants in the U.S. only.', 'No returns and no refunds on gift cards.']
Description: ['California Pizza Kitchen features an imaginative line of hearth-baked pizzas including the Original BBQ Chicken pizza, and a broad selection of distinctive pastas, salads, soups, sandwiches and desserts. Offering Dine-In, Take-Out, Catering and an Award-Winning CPKids Menu.']

User Reviews:
Loaded and ready to go.  I will definitely buy more gift cards through Amazon.  Very easy process and no running around to stores and restaurants to purchase. [SEP] The card it came with was bent and stuck all over. [SEP] Got this for my uncle and aunt  for the holidays. They have a CPK in a mall near them that they love to go to after they walk around the mall.  Gift card came to me very quickly and was simple to send to them. I made them happy. [SEP] Good way to save money ,love it! [SEP] This was sent to a friend who lost her son to Cronovirus to provide a dinner for the family. [SEP] I gave it to my Granddaughter for Christmas..she loved it [SEP] Was given as a gift [SEP] yummy [SEP] good gift [SEP] Great gift","The California Pizza Kitchen Gift Card offers a convenient way to enjoy a variety of hearth-baked pizzas, pastas, salads, soups, sandwiches, and desserts at all participating California Pizza Kitchen (CPK) and CPK/ASAP restaurants in the U.S. The card is redeemable for food and beverage, making it a versatile option for dining in, take-out, catering, or trying out the CPKids Menu. Please note that there are no returns or refunds on gift cards. Customers have found the purchasing process through Amazon to be easy and convenient, with quick delivery. Some users have mentioned receiving the card in less than perfect condition, but overall, the gift card has been well-received as a thoughtful and practical gift for various occasions, such as holidays, providing meals for families in need, or as a simple gesture of appreciation.","Indulge in a culinary adventure with the California Pizza Kitchen Gift Card! Treat yourself to a mouthwatering selection of hearth-baked pizzas, including the iconic Original BBQ Chicken pizza, along with a variety of delectable pastas, salads, soups, sandwiches, and desserts. Whether you prefer dining in, taking out, or catering for a special occasion, California Pizza Kitchen has you covered. With the added convenience of the CPKids Menu, there's something for everyone to enjoy.

Redeemable at all participating California Pizza Kitchen and CPK/ASAP restaurants across the U.S., this gift card offers the perfect opportunity to savor the flavors of CPK's renowned dishes. Give the gift of delicious dining experiences to your loved ones, colleagues, or friends, and let them explore the culinary delights that California Pizza Kitchen has to offer. Purchase your California Pizza Kitchen Gift Card today and elevate your gifting game with a taste of gourmet goodness!"
194,"Title: Chipotle Gift Card, Multipack of 3
Features: ['Redemption: Instore and Online', 'No returns and no refunds on gift cards.']
Description: ['Chipotle offers a focused menu of burritos, tacos, burrito bowls and salads made from fresh, high-quality raw ingredients, prepared using classic cooking methods and served in a distinctive atmosphere. Through our vision of Food With Integrity, Chipotle is seeking better food from using ingredients that are not only fresh, but that where possible, are sustainably grown and raised responsibly with respect for the animals, the land, and the farmers who produce the food.']

User Reviews:
Great design of gift card for friends to eat some chipotle food in holiday season. Easy to use. [SEP] I wanted to get several of these for friends that would cover a meal. $15 is the sweet spot for my purposes. [SEP] Good [SEP] The gift cards, though purchased via Amazon,  actually have nothing to do with Amazon so don’t call them for assistance. Wondered if the cards were activated and was told to contact Chipotle. Good luck. No published number works and 3 emails later no reply. Did not want to gift these until I knew they were loaded. Finally saw tiny imprint phone number at bottom of card on back where the card balance could be checked. The balance was shown to be correct for each card. Seems when sent there should be a notation indicating they are active. Update: Chipotle just responded. Their cards always come activated. [SEP] If folks like Chipotle, these are great gifts. Nice to throw in a birthday card, and you’re done. Thank you. [SEP] Called the number on the back they all had $15.00 balances! These are perfect for gifts for multiple people! [SEP] Always a great gift to give [SEP] This Chipotle gift cards seemed like a good holiday gift idea for my son, as it seems like Chipotle is his ""go-to"" place for eating out.  To my shame and discredit (maybe), I can admit that I've never been to Chipotle.  Regardless it must be pretty good and these gift cards were a good, easy way to enable more patronage of their locations. [SEP] What can you say about a gift card? It works. lol [SEP] I’m doing mostly gift cards for Christmas this year.  Also done, the easiest shopping I’ve ever done. Love it.","The Chipotle Gift Card Multipack of 3 is a convenient and versatile option for treating friends and loved ones to a delicious meal at Chipotle during the holiday season. These gift cards can be used both in-store and online, offering flexibility for recipients. The cards come with a fixed value of $15 each, making them an ideal choice for covering a meal at Chipotle. While purchased through Amazon, the cards are not affiliated with Amazon, so any inquiries or issues should be directed to Chipotle. Users have found the gift cards to be a great gift idea for Chipotle fans, providing an easy way to enjoy the restaurant's fresh and high-quality menu offerings. The cards come pre-activated, ensuring that recipients can use them right away. Overall, the Chipotle Gift Card Multipack of 3 is a practical and well-received gift option for those who appreciate the food and atmosphere at Chipotle.","Indulge in the ultimate dining experience with the Chipotle Gift Card Multipack of 3! Treat your loved ones to a culinary adventure filled with flavorful burritos, tacos, burrito bowls, and salads crafted from the freshest, high-quality ingredients. Chipotle's commitment to Food With Integrity ensures that every bite is not only delicious but also sourced sustainably and responsibly.

Perfect for any occasion, these gift cards offer the freedom to enjoy Chipotle's mouthwatering menu both in-store and online. With a convenient $15 balance per card, they make the ideal gift for friends and family, allowing them to savor their favorite Chipotle meals hassle-free.

Join the ranks of satisfied customers who have found these gift cards to be a delightful present for Chipotle enthusiasts. Whether it's a birthday, holiday, or just a simple gesture of appreciation, the Chipotle Gift Card Multipack of 3 is sure to bring joy and satisfaction to all who receive it. Give the gift of delicious dining experiences with Chipotle today!"
