rating,timestamp,title,text,userId,itemId
4.0,1534695921845,Light Weight Sheer Scarf,"This is a light weight, sheer scarf. It's polyester with nylon lace. The lace is wide with a frayed-like edges. One reviewer described it as eyelash edges and I think that's pretty accurate. It is thin and see through and will not offer much warmth if that's what you are looking for in a scarf. It is well made, but I'm not crazy about the way the lace is attached at the corners. The pieces of lace overlap and create a messy look. Other than that, it's nice looking and it doesn't seem to wrinkle easily.",85,261
5.0,1626014079876,Very cute,"My 5yr old cheetah print obsessed daughter loves these. They fit true to size, are comfortable and look really cute on. Great quality and would recommend.",112,349
3.0,1621461852595,Ok,I have several other crop tanks like this and I felt like this one didn’t fit as great as others. The fabric gaps a bit at the armpit area and doesn’t sit flush with skin. It also seems a bit small. It is supportive though and probably fine to wear underneath a sweatshirt or to sleep in.,112,353
4.0,1620498002675,Nice variety,Cute variety of bracelets. Easy to put on and tighten. I cut the ends off some and made new knots so they didn’t have such long ends. Fun for kids and adults.,112,356
4.0,1619194825357,Comfortable,Nice bathing suit. It is comfortable and flattering. Order a size up. Has a unique top strap. Modest and supportive.,112,357
5.0,1608511142160,Great quality,Excellent quality sports bra/top. Feels and looks very high quality. It is extremely comfortable and the stretch makes it fit great. I am usually either a small or medium in a sports bra and 34c in a regular bra and the medium fit great with enough support. I think a small would have worked too. I like that there is removable cups that offer just the right amount of padding.,112,363
5.0,1602003753732,Great leggings,"Cute print, the material feels thin but feels durable and keeps you cool while exercising. I normally wear a small or medium and the small was a bit snug, so a medium prob would have been best. If you are between sizes, size up. Love the high waist and phone pocket.",112,364
5.0,1602003591605,Great sports bra,"Great sports bra. Cute print, comfortable fit, true to size, comfortable material, good padding. I’m a 34c and the medium fit perfectly.",112,365
4.0,1601321207417,Basic tee,"Nice basic tee. I wish the sleeves were a bit longer. It’s soft and has a bit of stretch. I normally wear a small or medium and felt the medium fit perfectly, the small would have been too snug. Great for lounging or for everyday wear.",112,366
5.0,1600372215002,Cute dress,Very cute girls chambray dress. Soft material that is very comfortable. Cute buttons on the back. Fits comfortably would say it’s about a size small.,112,367
3.0,1600275974016,Too small,Fit is much different than in the picture and size is smaller than expected. Maybe if I sized up they would fit more like in the picture. But they were too tight in the waist and had an odd fit near the pockets. The material is interesting and seems like a fake linen material that feels cool to the touch.,112,368
4.0,1599973641586,Cute and comfortable,Very cute sleeveless dress. I love the look and feel of the material but after wearing it for a full day it has a few pulled threads and the material easily snags. I will still wear it a lot though since it’s so comfortable and versatile. It can be dressed down or up. Fit true to size.,112,369
5.0,1585431810845,Works great,"Great product that worked great on a pair of Costco ugg type boots. They were new and didn’t need to be cleaned first. I followed the directions and did two coats and let it dry overnight. Seems to repel water and dirt, yet still looks the same.",112,372
4.0,1579617793169,Comfortable socks,"The are very comfortable and thick but the logo at the top is awkward and is not displayed in the pictures of this product.  Would be better is logo was on the bottom out of sight and they were all black. If you are wearing with pants and not shorts, obviously it shouldn't be an issue.",112,374
3.0,1564238607345,Nice dress watch.,"Nice looking watch but I do have concerns over the quality. The band is nice and when it’s set the time stays true (at least for the few days I’ve owned it). My only quality concern is when I was setting the time I had to constantly pull the on the mechanical knob or else it would adjust, perhaps that’s just the design. The band is easily adjustable. Over all a very nice low cost dress watch.",112,379
4.0,1554152687664,Comfortable,"These googles are larger than other speedo swim goggles I have, but they seem to fit everyone in our family well, kids and adults. Adjustable and comfortable.",112,382
4.0,1543426229264,nice set,"Nice, soft and warm beanie and infinity scarf set. The burgundy color is more purple in person, which I was a little dissapointed because I really liked the more red/maroon color it showed in the picture.  But it is a nice set and serves it's purpose well.",112,383
4.0,1543426087458,Soft and warm,This cowl is perfect for staying warm during the winter. It looks nice and is easy to put on.,112,384
5.0,1532814025381,Nice top,"From my daughter: I like this top more than I expected. The color is a little different than in the picture. Hard to describe, maybe just a bit lighter. It fits perfectly and has a flattering cut and detail. I like the length of it which is a bit longer than a normal shirt but shorter than a tunic, so it doesn’t quite cover your backside if wearing leggings.the material is also nice and comfortable and it looks well made.",112,387
4.0,1621754997589,Made well.,"This sports bra has pads in it that can be taken out.  The pads feel hard!<br />The straps do not adjust and this fits me good.<br />The elastic around the bottom was not tight, and did not curl up.<br />Not as comfortable as I expected, but I will wear this.<br /><br />I got a Large.<br />I’m 5’2, 130 lbs, 34, or 36, B or C",150,463
3.0,1621753953213,"Cute, wasn’t as comfortable as I expected , although nice, made well.","I received a large. It’s not as soft and comfortable as I expected.<br />The pads are a bit hard, and I thought about taking them out, but this would have flatted my chest with out them in.<br />The straps do not adjust, and there fine for me.<br />On the sides this is cut a little low, but the sides are big and it looked like my boobs where coming out the sides, I had to re-adjust Them.<br />The back straps look good, but for me it was Not as comfortable as I thought it would be, and I wanted this for comfort, or maybe I should have ordered a X large, which I don’t wear.<br />That said , size up! Or the material could be thinner and softer.<br /><br />I’m 5’2, 130 lbs, wear a 34 or 36 B, or C . But this Felt tight.",150,464
5.0,1575705528647,"Durable, soft inside, protects arms. Sturdy.","I have had other types of glove before for doing dishes, and have used them for gardening, but these are different.<br />There not tight, but stay on your hands, and you can feel what is in your hands, and these are sturdy.<br />One pair has a thin lining, and the other has a linning that is comfortable and soft/ smooth inside also.<br /><br />I got a Medium, and a large,<br />I have small hands long fingers, these are a little big for me in the M. But there not falling off, they stay on.<br />I use these for gardening , and washing pots , pans, cast iron cookware, etc...<br />I really like the Long sleeves, the water does not go down the sleeves, and the lining is not ruining my manicure.<br /><br />My husband does help washing the dishes before putting them in the dishwasher, and likes theses gloves. He never wore these<br />Types of gloves before.<br />But my husband also at times helps with the small vegetables garden I have.<br />He really likes the The long sleeves on the gloves for him as His wrist and arms are Not getting Bruises all over them when gardening and hitting them on stuff, he brusises and cuts himself easy...,( he is older).<br /><br />Not only are these gloves , Water proof, not sweaty from the lining, but protect my hubbys hands and Arms.",150,468
3.0,1574769644788,"Thin material, I’m not a fan!","For some reason these Truity womens legging in a medium seem to run big for me!<br />The tummy control did nothing, and the material is thinner then my other leggings i have, and I’m not a fan of the color blue for<br />These.<br />The bottom of the legs where even big, but I do have slim legs.<br /><br />My daughter is heavier and taller then me and she likes these, and they fit her better then me. She will be wearing them.<br /><br />I’m almost 5’2, 130 lbs, if that helps.",150,469
5.0,1567588319745,"Very soft, comfortable, no tag in neck.","These tee shirts are super soft , and fit the 5 yo great.<br />There is No tag in the neck. 100% cotton, 5% Polyester which gives this a bit of stretch, and<br />Makes these 3 Tee’s super soft and comfortable . Did not shrink when washed, and dried.<br /><br />I think there a little pricey, but you won’t find less expensive Tee’s being this comfortable, and nice..",150,471
5.0,1567162038874,"Hubby loves this shirt for the winter,  comfortable, did not shirnk.","What a nice brushed cotton flannel shirt this is.<br />Inside  around the neck is a soft gray corduroy, and the insides cuffs. Looks, and feels good my husband said.<br />Janmid did not skimp on the material, its a full size large, and it fit my husband good. He does not like to wear tight shirts.<br />it is roomy he can move his arms around, and he had a tee underneath.<br /> He is 5,9, 157 lbs..just to give you a idea on size.<br /><br />I washed this with other clothes in cold water,front loader, and also put it in , about a 1/3 C of vinegar with the soap, and also in the Rinse cup..Vinegar is suppose to set the color in, and in the rinse cycle makes the clothes softer,<br />although I use a natural type of dryer sheets.<br /><br />The shirt did not fade, or shrink, and the color did not transfer to other clothes.<br />When I took the shirt out of the dryer it looked, and felt thicker. Maybe it brought up the napp on the shirt.<br /><br />No loose threads, buttons are good. I would recommend this shirt.",150,472
1.0,1566870242237,"Did  not recieve what i ordered, but got a cheesy dress.","THe dress shown here is cute, that I ordered, but the dress that was sent to me is Not that cute dress, but is cheesy and too gaudy looking.<br />I do not feel it will be a fun dress up for the 3  1/2 yo..",150,473
5.0,1566122736592,"Fit good, comfortable, no glare.","Great sunglasses for men.<br /><br />My son just broke his expensive sunglasses and desperately needed a new pair. When these came in he put them on, and these fit comfortable, and do not slide down his nose.<br />These are a plus being Polarized, and UV protection like his more expensive glasses were.<br /><br />He said the color of these do a better job of protecting his eyes from the sun without having a glare.<br />There light weight, fit good, and are comfortable.<br />For the price very happy.",150,474
4.0,1561806507857,"About two inches above ankle, son said there comfortable and keeps his feet dryer.","This came in a nice black box with 6 pairs of socks nicely/ neatly  rolled up.<br /><br />The sock are not heavy duty, but light and airy, but not see threw..the socks do not come up high, about  2 inches above the ankle.<br />My husband when wearing a suit does not wear short socks..But my son is a chef, stands on his feet allot and liked these socks.<br />He felt his feet were dryer then wearing regular black socks..<br />Not sure about the smell!",150,477
5.0,1560596461535,"Looks good, made well..Like that this can be worn short., butHas an extender.","Nicer then I expected.<br />The shell  is on slim sturdy cord with the chain connection in the back that you can wear this short, as it should be, or longer.<br />It is not huge, which I like.<br />I’m a women, but a kid can wear this, and a man also.<br />The shell is a light color, almost white.<br /><br />This looks good for casual, and nice for the summer.<br />Do not get it wet It says, and I do not know why!",150,478
2.0,1560298609351,"Not a Choker, its long, and stars are small.","Disappointed , as the picture shows this to be much bigger then what it is, and the length to be short, as it says this is a choker like the new style is.<br />This  necklace is at least 18, 20 inch long at its shortest .<br />The stars are the size for a child. If this was shorter it would have looked ok with the small stars.<br /><br />Do not get hair spray on this or shampoo..",150,479
4.0,1557131090307,"Thin, and comfortable..","Socks are colorful and look good.Sewed well.<br />There is 6 pairs of sock in the package. Allot of socks for the price.<br />I usually wear the low socks around the house, and these fit good..I wear a size 6 1/2, to 7 narrow in shoes.<br />After washing they seemed a little tight in the toes!<br />I washed, and dryer them. After the dryer they looked like these shrunk, but they stretch out.<br />The material is thin, and and comfortable",150,483
2.0,1556621014118,"Does not fit me good. Big & clingy , too long etc.","This dress is very comfortable, has a little slit up the side a bit.<br />At the waist this has some types of gathering in the material , that I can’t figure out how its suppose to lay, but not flattering.<br />If that is what is being called for this dress, a  “Wrap Dress” I don’t think so.<br />The material is synthetic, and is a bit heavy, and hangs on me.<br />The bottom goes at a slant..The length I think would look better shorter, or wear heels with this! Sandels didn’t look good for me.<br /><br />I wear a size 8 or 10, and this is a size large, as it says it is a size 10. I’m thinking this is too big for me, as I look dumpy in this dress.<br />If you have a bulge it will show, as the dress is also clingy.<br /><br />Sorry but I’m not a fan, and will not wear this dress!",150,485
5.0,1553390392116,Very cute Floppy straw hat. Well made.,"Cute floppy summer straw hat , or for all year,(  I live in Ca,). with a black trim around the brim.<br />The hat  has a big bow on the back or side of the hat. Looks better if its in the back.<br />The bow is straw with the same trim as the hat has..<br />That said, I’m not a fan of bows, and I notice its tightly glued on, but can be taken off gently.<br /><br />This fits a bit big, but I think its supose too cause its floppy.<br />We have a beach place, and this is a perfect hat to keep the sun off my face, eyes, and hair.",150,486
4.0,1546426138848,"Fit good, straight legs tighter at bottom. has allot of rips.","These are nice jeans and fit good in the waist, the legs are a straight leg, the bottoms are a little tighter.<br />When I ordered these it only gave the waist size of 32, but not the length!!!<br />These Genuine Assembly Men’s Denim Jeans are 32, 34,, too Long.<br /><br />My husband is a 32, 32 depending on what shoes he is wearing.These are a 32, 34..The length is to long with sandals.<br />He is a sandal guy.<br />But men are also rolling up the bottom of the jeans now like women are doing.<br />That said, its winter here in Ca, and my son is taller, and can wear these with boots, and they look good.<br /><br />The rips are a bit much though. I and they, did not think they had to be so ripped!",150,491
4.0,1546412448199,"Thick material, long, No bra inside, straps to not adjust.","This Camisole was advertised with a little type of light bra inside! Really!!!<br />There is not any type of of bra, or something to hold you up a bit.<br /><br />The fit is tighter then what I expected, holds you in a bit,  the material is thick, which is nice, and this comes down long.<br />There is not any adjustment on the spaghetti straps, which I do not need one for now. But I’m thinking<br />when this starts to stretch out it might be needed !<br /><br />I wear a size 10, and my daughter is 5’9, wears a 4, 7, and this fits her nicer then me..",150,492
3.0,1533462666570,"Cute, made well, do not use fabric softeners.","Cute all around top.<br />In the back of the neck there is a small material button loop to go over the little button.<br />Mine loop is so small it is even hard to button before I put this on, so far I can’t!<br />The sleeves are different, and in the ruffle part is a bit tight on me, and I have thin arms.<br />I was hopping I could wear this with leggings. I’m 5’2, wear a size 10, and this is almost long enough!<br />I think for me a size large would have been a better fit.<br /><br />The color is not as bright as what shows on my screen, and is like a gold, brown.<br />I like the color yellow gold on the model better..<br /><br />Washing instructions;<br />Wash with like colors.<br />Do Not use fabric softeners.<br />Do not allow to lay on itself when wet.<br />100% Viscose.<br />Made in India<br /><br />Makes me wonder if I can put this in the dryer, or just put it on a hanger to dry!",150,387
4.0,1531881946320,Made well,"Good looking faded jeans, there soft.<br />These are not stiff, there comfortable, not as baggy as they say there are.<br />My sons are more of a 33 waist that is hard to find, and a 32 length.<br />These fit pretty good.<br /><br />Not so sure about the bottom cuff look, but sometimes the bottoms end up looking like this anyway, a mess!<br />Although would have been better looking with the regular bottom.<br />These jeans look better with sandals,  Because of the bottom they look like summer jeans..<br /><br />The zipper works good and stays up.",150,494
3.0,1636588427471,Six pairs in 5 colors; not much compression and a bit thin,These are more like standard ankle socks than anything else. They are also a bit thin and are not cushioned in the heel. They do fit well (I have large feet in size 9-10) but the compression is super mild.<br /><br />These are okay but not great. The six pairs in the package come in the following designs:<br /><br />- 2 white w/teal heel<br />- 1 white w/yellow heel<br />- 1 white w/red heel<br />- 1 white w/purple heel<br />- 1 black with teal trim<br /><br />The current price of $12.59 ($13.99 minus 10%) comes to $2.10 per pair.,181,549
3.0,1636563592978,Form-fitting 2-ply masks except loose in the chin area,"There are three black masks with the HS company logo in this package and all of them fit well but are loose in the chin area.<br /><br />None of the masks have a filter pocket or bendable nose wire. They also do not have adjustable ear elastics.<br /><br />The masks almost fit me perfectly if it were not for the loose chin area. These are still usable but are not yet perfect. If they were from fitting all over, this would have received 4.5 stars from me. I personally do not like having a company logo on a mask.<br /><br />In summary, these are not my favorite masks since they do not mold to my face but they are still functional. The current price of $29.99 comes to $10 per mask which is on the high side of competitively priced.",181,550
5.0,1612289413983,Compression in all the right places; helps with my plantar fasciitis,"I have plantar fasciitis and have been trying and using various compression socks and sleeves and arch inserts to help reduce the pain and prevent a recurrence once the pain is gone.<br /><br />These socks are not only stylish, but they feel great on and actually have compression in the arch area. There is also good compression in the calf area. <br /><br />I ordered the small/medium even though I would take alarge/extra-large based on their sizing (I take a 9 to 9.5 shoe). I find that these are a bit long as I have to roll the top over to prevent it from comin gabove my knee. They fit me perfectly, otherwise.   I have several pairs of these socks and have worn their socks all day. It feels great wearing them. I also love the styles they come in.<br /><br />These are not only ""fun"" but they are medically helpful for my plantar fasciitis. I wash socks like these in a lingerie bag and lay them flat to dry. Currently, there is no price listed on Amazon for these socks but I would expect them to be priced in the $12.99 to $16.99 range. The only reason I lowered my rating one star is because they are larger than the size specified; otherwise, these are 5-star socks in my opinion.      <br /> ",181,557
4.0,1612287668156,Compression in all the right places; helps with my plantar fasciitis; runs large,"I have plantar fasciitis and have been trying and using various compression socks and sleeves and arch inserts to help reduce the pain and prevent a recurrence once the pain is gone.<br /><br />These socks are not only stylish, but they feel great on and actually have compression in the arch area. There is also good compression in the calf area. <br /><br />I ordered the large/extra-large because I take a 9 to 9.5 shoe. However, I find that these are a bit long (and looser than their small/medium) as I have to roll the top over to prevent it from coming above my knee. They fit me perfectly, otherwise. However, since they are on the large side, I'm passing them off to my boyfriend. I have several pairs of these socks and have worn their socks all day. It feels great wearing them. I also love the styles they come in.<br /><br />These are not only ""fun"" but they are medically helpful for my plantar fasciitis. I wash socks like these in a lingerie bag and lay them flat to dry. Currently, there is no price listed on Amazon for these socks but I would expect them to be priced in the $12.99 to $16.99 range. The only reason I lowered my rating one star is because they are larger than the size specified; otherwise, these are 5-star socks in my opinion.",181,561
4.0,1612286752496,Compression in all the right places; helps with my plantar fasciitis; runs large,"I have plantar fasciitis and have been trying and using various compression socks and sleeves and arch inserts to help reduce the pain and prevent a recurrence once the pain is gone.<br /><br />These socks are not only stylish, but they feel great on and actually have compression in the arch area. There is also good compression in the calf area. <br /><br />I ordered the large/extra-large because I take a 9 to 9.5 shoe. However, I find that these are a bit long (and looser than their small/medium) as I have to roll the top over to prevent it from coming above my knee. They fit me perfectly, otherwise. However, since they are on the large side, I'm passing them off to my boyfriend. I have several pairs of these socks and have worn their socks all day. It feels great wearing them. I also love the styles they come in.<br /><br />These are not only ""fun"" but they are medically helpful for my plantar fasciitis. I wash socks like these in a lingerie bag and lay them flat to dry. Currently, there is no price listed on Amazon for these socks but I would expect them to be priced in the $12.99 to $16.99 range. The only reason I lowered my rating one star is because they are larger than the size specified; otherwise, these are 5-star socks in my opinion.",181,562
2.0,1608078896380,Runs small & also too short for a tank top; very soft and stretchy,"I ordered what was supposed to be a tank for my very skinny friend. However, she can't fit in this. First of all, this is not a tank top. Tank tops fall below the belly button and this one comes above. Second, it runs on the small side. It includes a padded bra and the fabric is super soft. I do not feel this would be supportive enough for running but for light workouts it would be great. The problem is the short style. I can see this is more for a teenager. I also feel the current price of $29.99 is too expensive for this.",181,363
4.0,1606625384716,"Super comfortable, “barely there” bandeau yet perfect for light post-surgery compression","I tried this in a large to extra, extra, extra large and all the sizes in-between and these bras fit me perfectly in any of those sizes without much difference in feel or tightness. I got these to help reduce swelling after surgery and this is working perfectly for me. I also love the lilac color.<br /><br />Note that they also wash well in a lingerie bag. I lay them flat to dry but have tumble dried them on low for a few minutes without any issue.",181,575
4.0,1606625320915,"Super comfortable, “barely there” bandeau yet perfect for light post-surgery compression","I tried this in a large to extra, extra, extra large and all the sizes in-between and these bras fit me perfectly in any of those sizes without much difference in feel or tightness. I got these to help reduce swelling after surgery and this is working perfectly for me. I also love the lilac color.<br /><br />Note that they also wash well in a lingerie bag. I lay them flat to dry but have tumble dried them on low for a few minutes without any issue.",181,576
4.0,1575941727428,Delicate necklace set that is adjustable to various lengths,"There are two delicate necklaces in this set. The circular studded one has a 16"" choker length chain that is adjustable to four lengths. However, I doubt anyone is skinny enough to be able to use all those adjustments. I had to use it on the longest length.  The long bar has a 20"" chain but extends an additional 4.5"" with the extra piece hanging at the end. This chain is adjustable to five lengths.  Both necklaces can be worn at once or separately. The long bar looks great on a solid colored turtleneck. The small necklace looks great just on a bare neck with almost any blouse as it sits right at the throat.<br /><br />I think the current price of $19.99 is competitive for this. Be aware that the chains are thin and are easily knotted. Care has to be taken when storing and wearing. This is definitely a very attractive but delicate adjustable necklace set.",181,581
4.0,1574466878812,Medium compression socks in fun “normal sock” style but this pinkish color is a bit dingy,"I ordered several pairs of these socks in different styles. These run a size larger than expected.  I take a size 9 to 9.5 in a woman's shoe and 7.5 to 8 in a man's boot. I ordered these in a small / medium size which is rated for up to size 8 in a woman's size and they fit me almost perfectly. I did try a medium / large pair in another style and they were too loose. Even in this small /medium size, the heel can come up above my heel if I pull on the sock too much; nevertheless, they are almost a perfect fit.<br /><br />They offer medium compression around my calves and some compression on the soles of the feet and archs. I like the ""normal sock"" look of these knee-highs. I like the stripes but what I do not like is the washed out pink color that looks very dingy. They wash well in the washer but I lay them flat to dry.<br /><br />They offer 15 to 20 mmHg Compression and are made of 45% cotton, 40% nylon, and 15% spandex. The current price of $19.95 is expensive for a pair of socks but is competitively priced with typical compression socks. I wish this color were a bit better because then it would have gotten 5 stars.",181,583
2.0,1569345756499,Scarf is thin and itchy; I dislike the edging and the angled cut is not attractive,"I do not care for this scarf. It is very thin and also itchy. The edging is sloppy looking and the angled cut at the end is very unattractive to me. It works well as a scarf but had I seen this in person in a store before ordering, I would never have ordered this.",181,585
3.0,1567037517152,"Large bag; fits my 12.9"" iPad with cover","I am personally not crazy about this bag because it is so large. It fits my 12.9"" iPad with its cover with no problem and has room to spare for wallet, phone, keys, etc.<br /><br />The front is buff colored with two strips of dark brown and a buckle in the middle as decoration. The reverse side has a generous zippered pocket that will fit a small writing pad. The interior is a snap closure with one zippered pocket and two slip pockets on the opposite side.<br /><br />There is a regular carry handle and also a longer shoulder strap. What is interesting is that the shorter carry handle is gray to match the gray strip down the middle of the bag. However, the should strap is buff colored to match the rest of the bag.<br /><br />In addition to the above, the bag also comes with a ""Moda labeled"" clear plastic string-backpack-type ""bag"" shown in the last photo.<br /><br />In summary, this bag is not for me as I do not like its large size, shape, and style.  It is made of faux leather and looks and feels cheap to me in person. The cloth interior feels nice, though and the zippers glide easily. On the positive side, since it is made of PU leather, it is easily cleaned and maintained. It is spacious but I was not looking for something so large. It is functional and useful but, after having seen it, is not my style. However, if someone is looking for a large bag that gives the appearance of leather from a distance, then this might fit the bill.",181,588
3.0,1559446805453,Enables one to ride in comfort but not walk in comfort,"This is my first pair of bike shorts so I have nothing to compare it to. However, I was a little surprised at how much padding is in these shorts. It goes from the front to the back and does help soften the seat during a ride. Unfortunately, walking in these is like having something stuck between my legs. I personally hate that but I suppose it is expected with bike shorts. The large is also a little loose on me which is surprising.<br /><br />Overall, this will be my first and last pair of bike shorts simply because I cannot handle the feeling of having a wad of gel padding in the seat area.",181,589
4.0,1553370716819,"Very wide rim, small head, a bit floppy, but great for sun protection","I LOVE HATS. They are an obsession with me. This is a very wide brim summer hat that is great for sun protection. I personally prefer smaller brimmed hats simply because wider brims flop. This rim is no different. It does rest down toward my shoulders; however, I like the protection if offers and it is moderately attractive on.<br /><br />The head circumference is small on this hat. I take a small hat so it fits me perfectly but someone else might have a problem. The bow is a nice touch. The head cap itself is also a bit floppy and the only thing that makes it hold its shape is the shape of ones head in the hat.<br /><br />If the brim were smaller, this would have gotten five stars from me. I am glad for the small head size, so the sizing is perfect for me. The black trim is also decorative and helps glam this up a bit.<br /><br />Attached are two photos of my stuffed giraffe modeling this latest acquisition.",181,181
4.0,1545385362837,These are gorgeous muffs and do keep my ears warm in the cold but these do not flex,"I love the variegated color and the soft feel of the faux fur against my ears. I wore them last night and they kept my ears warm in the cold.<br /><br />However, these ear muffs suffer from the same problem as most of my ear muffs . If my hood or coat collar hits into them, they will move around or pop off my head. The only muffs that stay put are the cheap ones whose ear ""buds"" fold in on themselves. Even my expensive UGG muffs have this issue, because like these, there is no flex built in for movement.<br /><br />The faux fur did shed a bit at the beginning but now that has stopped. I believe that is probably due to ""wayward hairs"" left over from the manufacturing process.<br /><br />Overall, I really love these. One other positive is that they do not give me a headache. Some other muffs squeeze my brain so tight, that I get head pain. I do feel the current price of $25.95 is about $6 too much for these, however. The only reason I took off one star is because of both the price and the fact that there is no movement in the ear piece or headband--but then again that is typical of most muffs.<br /><br />- Body is 94% polyester and 6% spandex.<br />- Faux Fur is 84% moda acrylic and 16% polyester<br />- Filling is 100% polyester<br /><br />UPDATE Jan 10, 2019 - I also ordered this in the [[ASIN:B07HKSBNCF gray]], which looks like a variegated brown. It is just as nice as the other ones, except the pair I received is a bit tighter around my head and the end of the muff comes right to the end of my ears. Since these are not adjustable, I would expect some people with big or tall heads to have a problem with these muffs not covering their ears.",181,183
