userId,itemId,rating,timestamp,text
105,18,3.0,1592174821054,"I smell like furniture polish, it was piercingly unpleasant."
111,94,5.0,1577144708939,I'm trying to do a better job with paying as much attention to the ingredients in my skincare as those in my food. This is a great natural cleanser. It's very gentle and is good for sensitive skin. The lactic acid hydrates and gently exfoliates over time. You won't need a science degree to understand the majority of the ingredients. This is a great clean beauty cleanser that I highly recommend.<br /><br />Thanks so much for taking the time to read this review. I hope the information that I've provided makes your decision a little easier.
137,389,5.0,1626758945482,"I love this skincare set! The pale pink rose quartz hue is such a pretty shade, and the paired duo arrives safely nestled within a cushioned pillow of foam cutouts. The dual-ended roller exhibits smooth and silent movement, and the gua sha stone is perfectly sized and comfortable to hold! The warm gold metal hardware pieces complement the pink color beautifully, and the overall craftsmanship of this set is impressive. This product would make a chic and affordable gift for yourself or a loved one!"
154,425,4.0,1678571121367,"Despite having a thick-ish, creamy consistency, the conditioner not only dispenses without issue, its also easy to work into/rinse from hair. Does a nice job of protecting color while detangling and softening. However, I don't really notice any added shine or volume.<br /><br /> I'm beyond thrilled to say it has the unique Moroccanoil product scent that not only smells lovely but actually lasts for a decent amount of time; a rarity with my hair!<br /><br />I love Moroccanoil products and while I do like this, its not my favorite in the line.  I have no plans to purchase this in the future, I'll stick with their hydrating conditioner.<br /><br />Overall score is 3.5 stars"
359,706,5.0,1623425165592,"Smells SO Good!!!  I'll add in some pics as the product pictures shown here dont do this justice. The contents are in a sturdy flip top box makes it look like a gift (and was shipped in a regular box, maintaining integrity of the product box). Almost reminds me of a subscription box as the deign on the outside gives it a special look. It kinda threw me off because I nearly expected more of a generic look. I thought, ooh did someone send me something? lol. But no, I ordered this lol<br /> Once I opened the box, a colorful, glossy card stock card with the phrase, ""Happy Birthday to You"" on one side, and totally blank on the other. This sits on top of dense, well packed brown paper grass. Each product is carefully nestled underneath. The products look good and they smell good. Really good-- not cloying and cheap. Just pleasant. The entire unboxing experience was pleasant, and I would totally buy this for someone. You know how some gift compilations look cheap? This has a classy, artsy look that I would be proud to give to someone.<br /><br />This will probably be my go to gift item for anyone who enjoys these sorts of products. Set comes with lip balm, a bath bomb, a scrub, a cream, a bar of soap, and a soy candle. I'll use everything. Personally, I use bath bombs in my shower as I dont take baths, or I use as a foot soak."
361,756,5.0,1614358326453,I do my facials at home to save money and I love this. It is so relaxing to use. I love how it glides over your face and gives you a mini massage. All in all I am really pleased and it is quite beautiful to boot!
382,827,5.0,1459897607000,"I'll admit that I do have a nail addiction and I do my nails all of the time. Honestly, it's much cheaper that way. Anyway, normally I don't fool with pushing my cuticles because I'm always loosing the wooden pushers and they always go so dull after using them for a while. Well, now I don't have to keep buying those because this cuticle pusher is awesome and made out of stainless steal. It has a really awesome design, a very nice weight so that it stays in the hand and also can be used to clean out from under the nails too.<br /><br />I really do love using this though. I always give it a little wipe with an alcohol pad and then do what I need to do. I use the curved ended down to push my cuticles back and then use it face up to clean out from under my nails, because lets face it. It doesn't matter what you do, stuff is still gonna get up in there and you have to clean it out every so often.<br /><br />Anyway, works great and totally worth the price. Couldn't recommend this enough to everyone."
383,834,3.0,1619168964723,"I have a lot of mixed feelings about the Cuckoo Upgraded Eyelash Lift Kit. Primarily, the perm solution is really, really harsh. I cannot recommend the kit if this is the primary component of the kit you want. I would suggest looking elsewhere. On the other hand, the amount of glue rings, wands and microbrushes prove to be very useful to me. If you are after the accessories, then this is a fair value. I have no strong opinion about the pads or scrapers. Overall, this is not a product I would recommend, but if you are after the accessories in the kit, then I would say this is a decent kit to have those on hand. Thanks for reading, if my experience is helpful to you, please click the button below."
412,94,4.0,1577153617349,My wife is very happy with this facial cleanser. It’s very moisturizing and makes her skin feel baby soft after using. It barely has a scent to it and it works great on her sensitive skin.
447,981,4.0,1609082618928,"This facial cream comes in a beautiful frosted glass jar. When you open the jar, the cream inside of it is not one of those lotion types but more a butter type of cream, very solid and almost waxy. Don’t be alarmed it did not go rancid or bad, that is just how this cream is. You will scoop some of it out and will notice it actually smells pretty good. With the heat of your skin it also starts to liquify somewhat and makes it easier to apply to your skin.<br /><br />At this point it absorbs pretty easily and quickly into the skin. There were no issues there at all. I for one really liked this cream and it absorbs fully without leaving any residue behind on the skin. The skin actually feels soft and smooth and smells great, sadly only for a few minutes though since the fragrance does fade fairly quickly, but the softness stays. My skin felt moisturized and was rather happy. All in all this is a great little find."
447,983,4.0,1608652151919,"This set of lipsticks is such a gimmick but man I really like them. They are meant to look like a box of cigarettes and the 4 lipsticks are actually pretty small, also meant to look like little cigarettes. This set of 4 will run you about $10 which is not a bad deal to be honest.<br /><br />The little bullet style lipsticks all have very similar tones to be honest but are just different enough that you can distinguish them. They are very easy to apply and you can get a nice pointy application with them which is great. They are surprisingly smooth and creamy and have a good taste to them. They have a pretty good staying power, again it was a bit surprising to be honest. They wear not bad in the waterproof department but did wear off a bit on cups and mugs.<br /><br />All in all I was impressed by these and think these would make for a great little gag gift, especially for young adults dabbling into makeup but also for others as well that are looking for a lipstick that goes well into the purse and gives them options."
447,142,4.0,1598750420635,This is a very nice shampoo. You get a huge bottle for just $16 containing argan oil which is great for your hair. I like that this bottle has a pump dispenser which makes it just so much easier to dispense the shampoo in the shower.<br /><br />The shampoo has a very pleasant scent that I like a lot. It produces only a medium lather but it still works quite well to clean your hair. I personally prefer a nice rich lather with my shampoos. It rinses out very easily and leaves you with squeaky clean hair. My hair looked good when I used this and I have no complaints there. All in all this is a very nice inexpensive shampoo containing argan oil which I do like for my hair.
447,18,4.0,1592146223099,"The Iryasa Face Cream comes in a little jar, which is not my favorite container since you obviously dip into it all the time. So I tend to wash my hands before I do that so I don't introduce dirt and such into it because that can shorten the life span of these products.<br /><br />The cream itself is actually a little heavy which was surprising since it looked light and airy. It has some nice natural ingredients in it which is great. I wasn't too crazy about the smell of it though but that is because it used Geranium essential oil, which is probably one of my least favorite but I was hoping that the lemon would help cover it but it still powered through a lot.<br /><br />The cream absorbs fairly quickly into your skin and but leaves a sticky residue on your skin that doesn't seem to fade for quite some time. Thankfully by using this at night you won't know since you add this last thing before you go to bed and then just fall asleep. It does add moisture to your skin so in the morning your skin does feel pretty nice."
447,1018,4.0,1586436789328,"This is an pretty nice face sheet mask in my opinion. In the pack you get 4 masks for about $15, so almost $4 per mask, not the cheapest but also not the most expensive I have used to date.<br /><br />The masks are very easy to use. They come individually wrapped and are folded nicely. The material of these is not the softest I have used but they work. They smell REALLY nice however, a nice gentle floral with some other tones mixed in, very nice. You use these for about 15 to 20 minutes or so and gently rub the remainder of the mask into your skin.<br /><br />When I was done my skin felt pretty soft over. This mask is nice but it is not my favorite. My skin also had a nice residual scent left from the mask which I did enjoy. I would have expected a little better for the price since I have used cheaper masks that were nicer. All in all these are pretty nice though."
447,87,3.0,1584971784304,"This Vitamin Brightening Ampoule by BE PLAIN is just ok in my eyes. It is pretty much scentless so that is boring but it does come in a beautiful frosted little dropper bottle. The serum is however just ok.<br /><br />The serum is fairly lightweight and absorbs quickly into your skin. The downside with it however is it leaves your skin tacky and that feeling fades but never really fully goes away. There is always a bit of that tacky residue on your skin. I did not notice any significant brightening effects either so it did not come through on that promise either.<br /><br />All in all this is just ok to be honest. I didn't really like how my face felt and it didn't really brighten it either. It does have some ingredients that are good for my face so at least it does some good things for my face even if I don't necessarily like how it feels when it is on, but you can always put another moisturizer on."
447,91,5.0,1581119592888,"Now this is a body lotion I can only recommend. It is in very classy blue bottle and packed with some very good ingredients like almond oil, Vitamin C, E and K, and Kale, and you will feel that.<br /><br />First when you use it, you will notice this heavenly smell of coconut! I love coconut so when a lotion smells of coconut and makes me smell of it, well I am 100% in favor of it. But it gets better. Once you use this on your skin, it leaves you with super soft, beautiful looking skin that smells of coconut. You don't need a lot of this lotion and it quickly and fully absorbs into your skin.<br /><br />This for me is a perfect body lotion."
447,94,3.0,1579807307028,"This goat milk cleanser is very gentle. It almost felt like a lotion when I used it. So the description that it does NOT lather is 100% accurate. I was a bit confused by that to be honest so yes read the description. It works very well that is true. It was almost completely without scent, it may have had some very mild scent but I couldn't describe what it smelled like.<br /><br />To me it was weird to wash your face with something that felt more like a lotion than anything else. So this only gets an ok since it wasn't outstanding in any category really. I had no negative reactions to it and it is super gentle but that is about it."
474,1089,4.0,1595154091091,"This is a very decent palette for the price. I like the shades offered, and they are of good quality."
489,1117,2.0,1620716639769,The quality of these items is really not that great. The combs and cape are pretty flimsy and everything feels inexpensive In general. This set would work if you really need it to but it'd be better to just pay slightly more for a better pair of scissors.
499,18,4.0,1592227566376,"I am all about natural skin care.  When I read about this product and the lovely smell it had, I was very excited to try it.  Let's take a look.<br /><br />WHAT IS THIS LIKE?<br />This cream is yellow in color- very pale yellow.  It is creamy but not heavy.  There is a very faint lemon smell, but there is also a smell which is not good- almost like the oils in the cream are about to turn completely rancid.  They are not quite there yet, but I have used enough products over time where I recognize that smell.<br /><br />That is not necessarily the fault of the cream.  This could have been kept in a hot warehouse too long, or who knows what.  The manufacture date on my box is April 2019.  That is over a year old already.<br /><br />HOW DOES IT WORK?<br />Since it is not unbearable at this point, I wanted to at least test the product for a few days.  There was no burning or stinging, so it is still okay to use for now.  The product is quite nice.  It does soak in quickly and it does not leave the face greasy at all.<br /><br />WHAT IS THE EFFECT ON SKIN?<br />The next morning after using this, I will say that the skin is left looking like it has a slight glow to it.  It does leave the skin looking much nicer than other creams I have used.  It is warmer weather right now and this cream is still not leaving the face greasy or heavy at all.  My skin is definitely left looking nice the next morning.<br /><br />ANY SENSITIVITY?<br />I have not had any sensitivity to the sun or anything else yet.  Like I said, I can not use this long as it is ready to turn bad soon so I only have a short time.  For now, it is really nice.<br /><br />THE BOTTOM LINE<br />I really wish that this cream was fresher than it is.  The product manufacture date on it is April of 2019.  I am really disappointed that I could not test it at its best because it has great potential to be a really nice cream.<br /><br />MY RATING<br />FOUR STARS- I can not give this five stars in its current state.  It is potentially really nice cream though.  If you get a fresh one, I imagine it is really nice.  Just make sure to use it up and if you live in a hot climate, keep it in the refrigerator or air conditioning."
499,87,4.0,1587674511800,"I am always on the lookout for really nice simple skin care.  Let's take a look at this ampule.<br /><br />WHAT IS THIS LIKE?<br />This is a clear solution that comes out with an eye dropper.<br /><br />HOW TO USE<br />The idea is that you use a toner on your CLEAN face, apply this to the face and neck and chest, and then follow up with a moisturizer.<br /><br />WHAT DOES IT PROMISE TO DO?<br />This promises to lighted dark spots, and add firmness, glow, and hydration.<br /><br />DOES IT DO WHAT IT SAYS?<br />I used this with another Korean toner which is pretty simple, and also the BE PLAIN Aqua moisturizer.  When used, this did not seem to moisturize that much on its own, and for brightness and glow, I would say not over WOW factor after using for a month.<br /><br />DID SKIN LOOK FIRMER?<br />I guess you could say my skin looked a bit firmer, but nothing so dramatic that people said, ""WOW, WHAT ARE YOU USING ON YOUR FACE?""<br /><br />THE BOTTOM LINE<br />This is a scent free, easy to use serum for the face.  It works well with moisturizer, is simple, scent free, and gives a moderate amount of what it says it will do.  It is not remarkable, but it is not terrible either.<br /><br />MY RATING<br />FOUR STARS.  This is decent, but not my favorite product at this point."
769,1181,5.0,1510259887066,"I love this hairspray! I don't like &#34;products&#34; in my hair, like gels, etc. However, this spray holds the style and even when my short hair is brushed, the style/curl retains the style. Great product and good price."
770,18,5.0,1592008463971,It doesn't take much of this product to cover your entire face (except eye area). I have older skin and need a product like this to help make my skin supple.
770,256,3.0,1583643614703,"I have long, thin hair that tangles easily and the big comb felt like it was ripping my hair out. I decided to gift these to my husband and the boy. They both have short hair and it is better suited for them"
770,94,4.0,1580931456931,"The goat milk facial cleanser not only cleanses your face but it also moisturizes, hydrates and exfoliates. A nice way to take care of your face before you apply your day or night serum, lotion or creams. Good stuff."
806,425,4.0,1678232165708,"When you pay as much as I do for my hair, I want to protect the color. This conditioner protects color treated hair by using Moroccan oil. The conditioner smells good but hair was still a bit tangled. I will keep using."
967,1814,4.0,1599447785319,"Ive been ordering glass bottles and moving my products into them. I get refill size and transfer.  These 2 spray bottles were a little thinne not bad, but still sturdy enough and the spray top where the sprayer is spins loosely 360 degrees.  ?? I just filled it with my gallon of orange cleaner and I had to take off the sprayer and toss it in the garbage!  The flaw is the spinning sprayer that allowed my expensive orange cleaner to pour out of the top all around the nozzle.  cheaply made  but all in all a good glass bottle with a terrible srayer . If you just need a bottle with a screw top your good. If you have a different sprayer you can take off a plastic bottle great. Thats what I did. I took the label off my orange cleaner and stuck it on this bottle and it looks so nice. So my sprayer and label made a great usable bottle."
982,135,5.0,1614985087156,"These feel so good during shampooing! I love going to the salon to get my haircut because they always give such a great scalp massage. Although this isn’t a profession scalp massage, it does feel great! It also helps the shampoo get onto the roots and really clean your scalp. They fit nicely in the palm of my hand and even my kids and husband love using them!"
1099,1807,5.0,1439947119000,"This is my first time using plain silk wrap and I love it!  I started using the self adhesive silk tabs to fix cracks and they worked great so I wrapped all my nails but I had to keep buying them. So I upgraded to this. I'm so glad I did. Yes it takes longer to do my nails now but it's so totally worth it. I wrap my nails every week or so and there's still so much of it left! I will not buy anything else, EVER!"
1131,2027,5.0,1512433670867,Not for me but my son's girlfriend LOVES this product.  The brush shape didn't work well with my fine lashes but she says it works well with hers. She loves both of these mascaras!!
1146,2044,5.0,1507225945268,"I love the wide selection of soaps, so many to choose from. The soaps are long lasting but can make you a little dry, which is normal for bar soaps I think. It's a great deal and a good way to sample multiple scents. THe bar is a square about the size of my palm."
1215,94,5.0,1592936532518,"I don't know what it is about goat milk soap/cleansers, but they are so luxurious! This is no exception. I have a pre-teen daughter who is on the cusp of puberty and has been suffering from a little acne. She has extremely sensitive skin so this face wash was the perfect option for her. It has kept her face clear from blemishes without drying out her skin."
1224,91,3.0,1583195563348,"Kale Leaf Extract (Brassica Oleracea Acephala) is the 14th ingredient listed out of 23 for the Cancun Collection Kale Firm & Smooth Body Lotion. This lotion is made in Canada.<br /><br />The lotion absorbed quickly into my skin, but did leave behind a slightly tacky feel for about 5 minutes after application.<br /><br />It’s currently the middle of winter where I am, so I was able to see just how moisturizing the lotion is for me when I already had dry skin. The lotion has a medium-weight consistency and gets the job done for about half the day.<br /><br />What I don’t like about this lotion is the scent. The scent is subtle, sort of like vanilla coconut, and it’s fine at first. But the scent lingers for several hours, and after that time, I’ve had enough of it."
1231,2254,5.0,1622383692661,"Clip-ins are so convenient. And I find that they're one of the easiest types of extensions if you're doing it yourself, without anyone else to help you.<br />For the money, you'd be hard pressed to find better extensions. The hair is very nice, the color is stunning.<br />The clips are nice and sturdy, I expect no problems with them in the future.<br />It's important to remember to wash them carefully. Dip in water that has a little mild shampoo, and gently squeeze. Carefully lift up and place in fresh water."
1233,142,5.0,1598364239430,"Great smelling shampoo, used this morning and it still smells good. Doesn't sud up a lot but works good."
1238,983,4.0,1606681826904,"This four pack of lip color features a fairly limited palette for those who like warm, deep reds. I wouldn’t say it’s the most matte lipstick I’ve ever seen; rather, it has more of an eggshell finish, but they look good for the price and are quite opaque."
1239,135,5.0,1616360432299,"I like using a shampoo brush, they really help the shampoo work to its fullest when I'm cleaning my hair. The nubs are gentle, but they get down to your scalp even through thick hair. There are holes in the bottom of the brush so you might want to remove the part with the bristles and let that dry out to keep the mold out. There are a bunch of brushes in this pack so if it gets bad you could easily replace it. These are great as a part of a spa gift or for yourself."
1240,706,5.0,1640558715061,"This is fabulous box full of everything you need to relax in the tub and after you get out! Everything that comes in this set smells amazing and is made with good quality ingredients! The box would make a perfect gift for a loved one, or even yourself. Have a self care spa day at home and treat yourself with this lovely bath and body set."
1240,2334,4.0,1605549817067,"i get frequent puffiness under my eyes. The usual go to is a frozen spoon or ice cube, but came across this and decided to get it. Its easier to use and more convenient.  You dont have to worry about your hand getting cold because the roller part is the only thing that goes in the freezer. It gently massages and soothes eyes and other areas youd like to treat. I think this would also make a nice gift! It is a little bigger than expected so it may be harder to reach small areas."
1241,91,5.0,1609559561359,"This lotion smells really good! I always use it in the spring and summer when it is warmer outside since it smells ""beachy.""  It applies very smooth and helps to moisturize my dry skin. I love it."
1241,2342,4.0,1588736136513,I really like this hand soap. The jar/bottle that it comes in is very sturdy and well made. I was so impressed by the bottle. The soap gets my hands very clean. It doesn’t smell the best though which is why I removed one star and didn’t give it 5 stars.
1246,2334,5.0,1604666074640,"This roller is made out of lightweight plastic base and a a little sturdier roll that seems to be filled with some kind of gel. The roll is removable and needs to be put in the freezer for about 15-20 minutes. Then it's easily inserted back. It feels great on my face in the morning, wakes me right up and sort of revitalizes, plus I use it on my neck to close the pores. It works great with localized pain when you need something cold to bring  immediate relief. I must say it hold cold for a while, so one session will last however long you need. Good roller for pain relief and natural cosmetic treatments."
1257,2367,5.0,1599574111132,This set works great. It makes it super easy to keep your beard neatly trimmed. It also works super well for cutting hair. You can even use it to cut designs into hair. It's really super useful. It's feels high quality and like it will last through a whole lot of uses.
1263,237,4.0,1610744876429,"I really like these velvet hair bands. They are stylish and the buttons are positioned perfectly. They hold my mask securely without slipping or aggravating my ears. There is a nice variety of two leopards and three neutrals, cream, black and gray. It was supposed to be a six pack but I only received five. Mine also were not as wide as depicted. But that being said they are a fashion forward way to keep hair and masks in place."
1362,2491,4.0,1607024174411,"I have been using this product for several weeks now.  I choose the option for the ""mascara brush"" style, as I thought this might be easier to use than the thin brush styles I've tried in the past.  My results with this were mixed.  First, the product is barely discernible on the brush!  It seems only completely dry; more product gets on the wand part than on the brush end.  Second, the brush is plastic and feels VERY harsh; a brush with soft bristles might have been better.<br /><br />That being said, this product has seemed to help my lashes somewhat.  The effect isn't very noticeable with bare lashes, but when I use mascara, my lashes do look thicker and longer than they would normally.  I have used this product on my eyebrows too and have seen some improvement there as well.  I wish this was a little easier to use; I would rate it about three and a half stars."
1375,425,4.0,1678383652271,"I love Moroccanoil products. I have their full size Color Care Conditioner but this one I ordered is the deluxe travel size - TSA friendly and easy to pack for travel, but the amount is not a lot and you will use this up easily if you wash your hair frequently. The price is high for the amount so it's not a great value - I would just purchase the large size and transfer some to an empty 3 or 4 oz bottle so you can get it through airport security."
1375,389,5.0,1628552514391,"This is a decent rose quartz roller and gua sha stone. The quality is pretty good, on par with similar sets I've ordered. The rose gold hardware is attractive and the roller doesn't make a squeaking sound as you roll it across your face, unlike some of the lower quality sets I've seen. The gua sha stone isn't perfect (it has several small nicks across its surface) but since you use the edges of the stone and not the middle, it doesn't affect the function. Overall I like the quality of this set. It comes in a generic box (there are so many of these), but is ready for gift giving."
1488,2654,4.0,1528675406981,I like it and don't like it. I guess I just need practice.
1667,2830,3.0,1609114164865,"These travel-size bottles are really nice. I love that they are a larger size so that I can use them for hand sanitizer and facial care products. The ones for hand sanitizer can easily fit in my handbag and carry bag, and the ones for my facial care products fit nicely on the small caddy I have in my bathroom. They are easy to fill from my large pump containers, which is a plus. My only issue is that mine are missing the clips that go on them. It's not so terrible for the few that I use in my bathroom, but it is for the ones I use for hand sanitizer. It makes it harder to find them in my purse and bag. Hopefully, no one else has this problem. I would definitely recommend them if you get the clips."
1667,1189,4.0,1583280824248,"I have dry eyes, and these work great for using saline solution to clean around my eyes everyday several times. They're thin and soft, and just the right size, so that I don't feel like I'm wasting a large cotton round. I also use them to go over my face with witch hazel, after my nightly facial cleansing. It only takes one for each task. I haven't had any problems with them falling apart or being too thin for my needs. Using them for my purposes, the three pack has & will last me for a pretty long time.<br />It's nice to find the right size product for the right size need that I have. I highly recommend these to anyone who has light duty needs for cotton rounds, and doesn't want to feel like they're wasting money, and throwing away the majority of a product, because it was just too large for what they needed it for. We have enough trash in landfills."
1691,2865,4.0,1653583899139,"These types of paw washing cups are an excellent way to clean muddy paws. I’m so glad the days of lugging a bucket of water are behind me. I’ve tried a couple different versions and found this one to be good, if it fits your dog’s paws.<br />I have a golden retriever. The box I received said “medium” and it works for her, though it’s a little tight. There are a lot of silicone bristles inside and while that’s good for cleaning, if you’re on the borderline of it fitting your dog, too many bristles make it difficult to get your dog’s paws in and out and to agitate the cup enough to clean. I didn’t see a size noted when I ordered, so I’m not quite sure if it’s possible to order different sizes since I don’t see that info on the Amazon page, just on the box I received.<br />Cleaning the cup is easy - just rinse if the water isn’t too dirty or unscrew the top and remove the silicone bristle insert for a deeper clean.<br />The included towel is nice and fluffy, but only the size of a standard washcloth. My dogs feet come out pretty wet, so the cloth is soaked by the time I’m done wiping her feet. I use a towel instead."
1703,2863,5.0,1668866369471,"New Balance is a popular brand in our home. My husband & sons wear NB shoes because they're so comfortable. The same quality applies to this headband. It has a good stretch to fit larger heads, the seams are sewn in tight & neatly, and the material is soft. Another great product from New Balance!"
1707,2865,5.0,1653518573791,"I tested this out on my pugs the day it arrived.  I first tested to make sure they didn't fight me too much when I stuck their feet inside of the cup.  They didn't.  So, I filled with warm water, stuck their foot inside, turned the cup, then pulled their feet out to dry.<br />Seemed to work good.  I just want to be able to rinse their feet of any dirt, sand, pebbles, or anything else that gets stuck in their pads.<br />I like that it has a small handle so I can hook it up near the back door."
1707,2900,5.0,1633969183294,I like the size of this.  It's nice and small so it's easy to keep in my purse for when I need it.<br />Easy to use.  Just roll on my face and it absorbs any oils without messing up my makeup.<br />Does come with a second ball.<br />Not sure how long the one ball will last since I just started using it.  Seems that it would last quite a long time.
1709,2909,5.0,1622211391282,"I'm pleased with this face scrub. It hits the right middle ground: not so coarse that you feel as if you're rubbing gravel on your face, but not so fine that there's no scrub action. This provides a good amount of scrubbing but not to the point where it's irritating. It's a medium thick cream consistency that spreads easily. Not much is needed per use.<br /><br />The scent is fairly mild and while you can pick out the eucalyptus scent it's not so strong to be overwhelming, as eucalyptus can sometimes get. The scent does not linger after rinsing.<br /><br />Checks all the right boxes for me for a face scrub. Five stars."
1714,91,3.0,1580763310383,"I've reviewed other lotions that were pricey like this one, as of this review this Kale Firm & Smooth Body Lotion costs $25.90.  I think that's kind of expensive because though it's a good moisturizer, it's not a great moisturizer.  I can put it on my face, arms and hands and it feels good, but my skin is not as moisturized as some other lotions and creams that I've used.  I like the shape of the bottle because I can keep it in the slot in my car door and use it as needed.  But, I wouldn't be real thrilled if I paid nearly $26.00 for a 6.8 fl. oz bottle of this lotion and only got an average level of moisturization."
1714,2939,5.0,1579982684854,"These tongue scrapers do an excellent job of getting all the yucky stuff off your tongue which is LOADED with bacteria and is the main source of halitosis.  I always brush my tongue with a stiff bristled tooth brush, then my teeth with my Sonicare and to finish off the routine I use my tongue scraper to get the last bit of slime off my tongue.  I've used a plastic tongue scraper for years and it does real well and so do these metal ones."
1788,50,4.0,1536284830170,Didn't realize it was only 2 inches wide. Need 3 inches. Gave too my granddaughter she loves them. Have to may attention and read everything before  i order.
2142,99,4.0,1546038633756,"The package contained 3 microfiber Towel Wrap Turbans: one pink, one lavender, and one striped (orange, pink, blue, white). They are 26"" in length. After a shower, I've wanted to wrap my long hair up in a towel for a while because otherwise it drips down my back as it dries. But I've never mastered getting a towel to stay in place. This product does help: place the large ""hood"" section in place on your head, tuck your hair into the tail then twist the tail one or two times, and secure the elastic loop over the button. It stays in place okay as long as you don't try to pull a shirt on over it (or similar activity). I put it on for about 20 minutes after my shower, and the Wrap is pretty wet when I take it off. My hair's still damp, but it dries much faster after that and doesn't drip down my back. So it works."
2145,3355,5.0,1661011907215,"If you want to take a simple outfit to the next level, this is a quick and easy way to do it. They can be pinned to a jacket or blouse, and there is also a thick elastic band so that they can be added to a ponytail. They also look nice on some purses. They are stiff so they can handle storing several in one container. Some of the petals are made of a sheer fabric and others are opaque, which adds interest to the look. I have many of these in different colors, and I enjoy wearing them often."
2145,3355,5.0,1661011701276,"These flowers feel stiff and so they aren’t easily crushed and bent out of shape. They have a pin for wearing on clothing, and a thick, sturdy covered elastic for wearing with a ponytail.<br />I have several colors that help me add just the right amount of interest to several types of outfits. I’ve received many compliments while wearing them."
2149,256,5.0,1581169846523,"I love these wooden combs.  They are static free and on a great job of de-tangling the hair.  I have issues with static hair and these have solve the problem with the first use.  I have shorter hair so I don't even bother with a hairbrush anymore.  I really can't evidence which one is my favorite as I tried them all and love them all.  I won't go back to a brush or plastic comb ever again as these work amazing,  Also the finer tooth ones work great on my beard so that's an added bonus!"
